"Time","Perspiration","Speed","Acceleration","Braking","Steering","Phase","Activity","Failure","Distance","ppNormalized","ppLogNormalized","Subject","Speed_u","Speed_std","Acc_u","Acc_std","Steering_u","Steering_std","ppNext"
1,0.0063997265405809,0.004731127,1.26520325457143,0.00173376771428571,190.443769871429,0,0,0,1.45628720157143,0.00304183234800644,0.644941198165307,"01",0.00302258220833333,0.00152030332168997,1.18010250883929,0.0903377585952006,190.39008745,0.0194296677858766,0.491052314877928
2,0.00617362564576806,0.002874998125,1.262884846125,2.462836563875,190.3777022625,0,0,0,1.4554370155,0.0028157314531936,0.608972227574322,"01",0.0046112955,NA,1.08374567725,NA,190.4124808875,NA,0.51690875380868
3,0.00599723167845431,0.001581453,1.19367700314286,44.4294332471429,190.3800792,0,0,0,1.45544799385714,0.00263933748587985,0.579983913627551,"01",0.0037431468125,0.0012277476480189,1.1733152616875,0.126670521087635,190.395091575,0.0245922015778449,0.503756828985017
5,0.00550244306447531,0.352158817571429,6.34911645857143,0.0420158177142857,151.563225537143,0,0,0,1.49680876914286,0.00214454887190085,0.493878126449506,"01",0.00302617101071429,0.00161243885806822,1.21082678870357,0.0767123381252721,189.86777417,1.19824165907361,0.417216347127823
6,0.0051828198639843,1.600238269,17.596843555,0,26.731159006625,0,0,0,1.880062719875,0.00182492567140984,0.434035223855093,"01",0.0612149454375001,0.142540102367737,2.06720840034821,2.09881981476138,183.48368273119,15.6744495103757,0.391662420687261
7,0.00489089773846327,4.28628983785714,21.4631107271429,0,-35.09616516,0,0,0,3.12226774542857,0.00153300354588881,0.376061814801889,"01",0.281075420232143,0.596071974924996,4.28572770815561,6.17443648814707,161.090465056253,60.9502558737136,0.370476019103346
8,0.0048365626957981,7.400524105375,21.699716835,0,-56.930036455,0,0,0,5.7331918815,0.00147866850322364,0.364890223404802,"01",0.781727222435268,1.51979018808063,6.43290058552902,8.3402781054637,136.567136279221,89.4168782306343,0.378163031386906
9,0.00496667150335992,9.90171444614286,21.28554335,0,-56.9812940071429,0,0,0,9.62755456228571,0.00160877731078546,0.39143583936901,"01",1.51714909831746,2.62462377466707,8.12921350213691,9.31463937124644,115.067450419863,105.62236636673,0.378483177977802
10,0.00483966050562698,11.985315185,26.45890667875,0,-37.7916578375,0,0,0,14.5413524,0.00148176631305252,0.365530516586595,"01",8.65111927575893,1.76860865099525,21.4926300925,0.292864879831164,-56.9556652310714,0.0362445627072676,0.365530516586595
11,0.00458651198535979,14.9337173471429,29.0088892385714,0,-2.009863055,0,0,0,20.5639168671429,0.00122861779278533,0.311805762070454,"01",11.985315185,NA,26.45890667875,NA,-37.7916578375,NA,0.311805762070454
12,0.00436068309892016,17.85030635375,25.130615375,0,-0.181226548375,0,0,0,28.02209318375,0.0010027889063457,0.261314663206403,"01",14.9337173471429,NA,29.0088892385714,NA,-2.009863055,NA,0.261314663206403
13,0.00429234238972162,19.9002995442857,26.4110530728571,0,1.90144824957143,0,0,0,36.5415572371429,0.000934448197147158,0.245518539938375,"01",17.85030635375,NA,25.130615375,NA,-0.181226548375,NA,0.245518539938375
14,0.00427754565006084,22.12576590625,28.61612051,0,6.017943024125,0,0,0,46.02722112,0.000919651457486379,0.242065343362062,"01",19.9002995442857,NA,26.4110530728571,NA,1.90144824957143,NA,0.242065343362062
69,0.00522024913111023,16.1001068514286,1.29179040485714,50.1852083271429,2.99811148314286,1,1,4,762.758384571429,0.00186235493853577,0.441231067299302,"01",23.84513487875,NA,1.92357402725,NA,2.998074051,NA,0.441231067299302
70,0.00520469097586844,8.091258767,0.979372623375,49.0889087275,2.9978453895,1,1,4,768.35280955,0.00184679678329398,0.438246270008516,"01",16.1001068514286,NA,1.29179040485714,NA,2.99811148314286,NA,0.449877173761966
71,0.00532718063996952,2.1889547796,1.5630247736,39.204679274,3.0162417948,1,1,4,772.01122542,0.00196928644739506,0.461508077515416,"01",12.0956828092143,5.66311078999235,1.13558151411607,0.220912731849278,2.99797843632143,0.000188156619296945,0.461508077515416
1,0.00244743687650045,0,2.47360641885714,0,0,0,0,0,-9.11354793042857,-0.00139298532768985,-0.450540990664425,"02",0,0,2.46551869014286,0.0181547410928343,0,0,0.0983216904130917
3,0.0030967617019769,0,2.47371487171429,0,0,0,0,0,-9.11672901642857,-0.000743660502213395,-0.215225350072655,"02",0,NA,2.4731667275,NA,0,NA,0.0421940304457071
4,0.0032088965139068,0,2.470989835625,0,0,0,0,0,-9.11322261775,-0.000631525690283495,-0.179655191535943,"02",0.000282579807142857,0.000876475701934904,2.45089206972321,0.0268638551954229,-0.606754442907143,1.96951267875785,0.134525222023486
5,0.00322892702364048,0,2.47115368728571,0,0,0,0,0,-9.11335122214286,-0.000611495180549815,-0.173432413408749,"02",0,0,2.46686664492857,0.0165703829751833,0,0,0.127209199943487
6,0.00326389967916348,0,2.4734307355,0,0,0,0,0,-9.116611703,-0.000576522525026815,-0.162659603885074,"02",0,0,2.47344079960715,0.000387596490992358,0,0,0.0533861774247663
7,0.00349594787952827,0,2.47423094557143,0,0,0,0,0,-9.114276269,-0.000344474324662025,-0.0939777579174326,"02",0,0,2.47343744490476,0.000274133693658775,0,0,0.0632064402115772
8,0.00381231191459875,0,2.475968172375,0,0,0,0,0,-9.11322353125,-2.81102895915452e-05,-0.00734650253074065,"02",0.000297452428571429,0.000897896598094788,2.4495722748468,0.0269255778512729,-0.638688887270677,2.01815504750672,0.110879934597782
9,0.00409255782410664,0,2.47693602728571,0,0,0,0,0,-9.11334359285714,0.000252135619916345,0.0635878482824532,"02",0,0,2.46747907955102,0.0152131585517588,0,0,0.143911511796389
10,0.00444496853289634,0,2.476081464,0,0,0,0,0,-9.113229810625,0.000604546328706045,0.146190476622356,"02",0.000241615867346939,0.000886977244441083,2.45152068527423,0.0286461359417597,-0.768873784876275,2.33783804270573,0.137497166083685
