"","Time","pp","pp_nr5","HR","BR","SkinTemp","Posture","PeakAccel","Accelerator","Brake","Steering","Speed","IN_Lat","IN_Long"
"1",0,0.00390936728571429,0.00376410124889953,109,19.6,-3276.8,6,0.12,21.766141015,26.491366095,32.18194078,15.77,1836.07778505,-5781.17749908
"2",1,0.003387571,0.00376587760052511,109,19.1,-3276.8,1,0.14,21.8574435,35.534981375,56.390692555,15.985,1836.07932468,-5781.17557476
"3",2,0.00338622525,0.00378056022815376,109,19.1,-3276.8,1,0.14,23.33186014,42.72676444,66.73333285,14.23,1836.0805425,-5781.17372865
"4",3,0.00451412825,0.00379879630513812,110,18.4,-3276.8,1,0.04,25.05513088,39.30290669,43.7537444,11.25,1836.08131548,-5781.17228442
"5",4,NA,NA,109,18.4,-3276.8,-2,0.09,24.90259163,44.58772709,27.00886691,8.14,1836.0816861,-5781.17149515
"6",5,NA,NA,107,18.1,-3276.8,-3,0.13,24.333542845,34.813455995,24.96899098,4.48,1836.08179608,-5781.17124684
"7",6,NA,NA,105,18.1,-3276.8,-6,0.16,24.15542871,35.496493535,20.93072443,3,1836.08179503,-5781.17123847
"8",7,NA,NA,105,17.5,-3276.8,-8,0.1,24.051662065,33.98514795,18.968462195,3,1836.08179281,-5781.17124
"9",8,NA,NA,106,17.5,-3276.8,-8,0.1,23.998196285,33.30937155,18.691227575,1.05,1836.081798,-5781.17124
"10",9,NA,NA,106,16.9,-3276.8,-8,0.18,23.53412446,17.75078606685,18.31999735,0,1836.08180133,-5781.17123256
"11",10,NA,NA,106,16.9,-3276.8,-3,0.18,33.18188854,-6.182614853,15.5243160941,0,1836.08187339,-5781.17108871
"12",11,NA,NA,106,16.7,-3276.8,6,0.25,37.59530038,-6.7480606355,-24.8389314185,1.11,1836.08218761,-5781.17043708
"13",12,NA,NA,106,16.7,-3276.8,6,0.16,37.331579915,-6.822349623,-61.376972665,7.24,1836.08292687,-5781.16891755
"14",13,NA,NA,108,16.9,-3276.8,-4,0.19,34.948335705,-6.023975938,-78.456817115,12.21,1836.0840954,-5781.16678422
"15",14,NA,NA,108,16.9,-3276.8,-6,0.16,34.62307482,-6.7124604165,-172.18758805,17.14,1836.0856371,-5781.16448091
"16",15,NA,NA,109,16.7,-3276.8,-7,0.15,31.65810758,-6.649408914,-295.37413065,18.18,1836.08775453,-5781.16246629
"17",16,NA,NA,109,16.7,-3276.8,-8,0.18,36.86180611,-6.4746243385,-268.7434996,19.27,1836.09056919,-5781.16163511
"18",17,NA,NA,110,16.8,-3276.8,-8,0.16,41.878612845,-6.433494245,-99.97112749,21.31,1836.09373197,-5781.16247913
"19",18,NA,NA,110,16.8,-3276.8,-6,0.12,42.745318135,-6.525045406,-16.9152422886,22.75,1836.09712371,-5781.16438908
"20",19,NA,NA,110,17.2,-3276.8,-4,0.16,39.916308375,-6.659102157,-5.414643033285,27.76,1836.10088385,-5781.16670802
"21",20,NA,NA,110,17.2,-3276.8,-5,0.2,38.952454515,-6.9118393715,-1.729342303225,29.9,1836.10503126,-5781.16915551
"22",21,NA,NA,107,17.3,-3276.8,-6,0.18,38.88703803,-7.1707504265,-5.36442226305,32.94,1836.10951914,-5781.17172948
"23",22,NA,NA,106,17.3,-3276.8,-7,0.1,35.759332575,-6.8806998385,1.1892498917325,34.94,1836.11433885,-5781.17446359
"24",23,NA,NA,106,17.7,-3276.8,-8,0.09,36.42154757,-6.812469525,-4.49251620316,36.64,1836.11941878,-5781.17729163
"25",24,0.0040364135,0.00381214675717545,106,17.7,-3276.8,-8,0.09,32.445493455,-7.0905310815,6.18458825634,39,1836.12466566,-5781.18016302
"26",25,0.00393175042857143,0.00382594960213188,107,18,-3276.8,-6,0.12,31.64588943,-7.037939925,12.924602091,39.66,1836.13010469,-5781.18283287
"27",26,0.0034971145,0.00384569723390867,108,18,-3276.8,-6,0.19,33.12199146,-7.285287674,20.719356355,39.81,1836.1357395,-5781.1850319
"28",27,0.00395812042857143,0.00387155655215388,108,18.3,-3276.8,-6,0.16,35.656576345,-6.9632455055,23.4480359,40.33,1836.14159676,-5781.18657048
"29",28,0.0043797635,0.00389157260127213,108,18.3,-3276.8,-5,0.18,34.35014055,-7.1375414465,13.636921595,40.74,1836.14762598,-5781.18752001
"30",29,0.00386118185714286,0.0039008011618849,104,18.6,-3276.8,-4,0.1,21.730568385,-2.695696062685,14.463622985,41.95,1836.15383169,-5781.18800652
"31",30,0.0036918435,0.00391306632255016,103,18.6,-3276.8,-4,0.12,20.981738035,14.57640632375,20.42122093,41,1836.16003956,-5781.18801924
"32",31,0.00390975185714286,0.00393979357778714,103,18.8,-3276.8,-6,0.13,20.8148945,28.73804542,20.82977414,40.95,1836.16609986,-5781.18751731
"33",32,0.00423878175,0.00397596125056285,102,18.8,-3276.8,-5,0.15,20.852915455,26.896234725,21.124781945,39.27,1836.1718076,-5781.18654261
