"","Time","pp","pp_nr5","HR","BR","SkinTemp","Posture","PeakAccel","Accelerator","Brake","Steering","Speed","IN_Lat","IN_Long"
"1",0,0.00529469083870968,0.00503798564142538,94,15.7,-3276.8,165,0.1,22.79536545,27.320506265,-12.13667171,16.44,1836.08685054,-5781.28521132
"2",1,0.00598579444,0.00550322478246954,92,15.3,-3276.8,164,0.08,22.763564175,32.90795246,-16.128226493,14.8,1836.0887745,-5781.2861505
"3",2,0.00400286882727273,0.00511539650498541,94,15.3,-3276.8,163,0.2,22.374221515,11.42966817635,-156.301195545,12.545,1836.09017916,-5781.28684875
"4",3,0.00503434253571429,0.00487909407049676,95,15,-3276.8,163,0.14,29.29478915,-7.9725683745,-331.7958146,9.275,1836.09124956,-5781.2874894
"5",4,0.0045634492,0.00476458249208292,96,15,-3276.8,162,0.1,33.41647526,-8.1927397615,-375.8920108,9,1836.09221844,-5781.28840716
"6",5,0.00278282178571429,0.00425289827872257,97,14.4,-3276.8,161,0.14,33.21534891,-8.560797806,-354.1623828,9.81,1836.09300429,-5781.28993104
"7",6,0.00428764586,0.00411505401709694,93,14.4,-3276.8,161,0.12,32.920887945,-7.629824966,-309.88522655,11,1836.09323229,-5781.29204373
"8",7,0.00533951942542857,0.0041910632112243,88,14.2,-3276.8,161,0.12,32.82337933,-7.387598339,-319.37251995,13.73,1836.09274338,-5781.29436594
"9",8,0.0033828508,0.00411321195549465,86,14.2,-3276.8,161,0.08,32.78318615,-7.7763092835,-368.3577451,15,1836.09146232,-5781.29642229
"10",9,0.00356398975294118,0.00389480298031254,83,14.2,-3276.8,163,0.08,32.764179975,-7.6469722705,-348.76726035,16.165,1836.08938746,-5781.29758914
"11",10,0.00297110647368421,0.00371092868425139,82,14.2,-3276.8,163,0.1,32.788166345,-6.9436181695,-194.511832455,16.25,1836.08682183,-5781.29740503
"12",11,0.00465602861304348,0.00278766671290879,84,14.6,-3276.8,163,0.12,32.791976335,-7.513201295,-25.11713741124,19.285,1836.08415882,-5781.29609457
"13",12,0.00359578828064516,0.00341886594995258,82,14.6,-3276.8,163,0.08,32.80477608,-7.7491724795,-8.92579266,19.65,1836.08138355,-5781.29449209
"14",13,0.00332310166666667,0.00341034839267099,82,14.6,-3276.8,163,0.12,33.34068114,-6.980820825,-6.2653670041,22.365,1836.07843986,-5781.29281986
"15",14,0.002597472859375,0.00335898313278094,83,14.6,-3276.8,163,0.07,32.316467505,-6.2778479355,-2.511523106595,23.05,1836.07535658,-5781.29101962
"16",15,0.00206600152,0.00320777374765674,78,14.7,-3276.8,165,0.14,31.83861996,-6.1838276745,-4.5460900425,24,1836.07212135,-5781.28912185
"17",16,0.00357513108846154,0.00326901305809543,80,14.7,-3276.8,166,0.1,31.53426751,-6.1932904215,-5.20994629,25.005,1836.06875832,-5781.28717434
"18",17,0.00347272239666667,0.00390452830981174,81,14.7,-3276.8,166,0.14,26.67537886,-5.9450579415,-3.7011626595,25.41,1836.06526407,-5781.28518531
"19",18,0.00358083291666667,0.00404808294946652,78,14.7,-3276.8,168,0.12,22.985079045,-6.8006666395,-6.267085936,26.8,1836.06174396,-5781.28317978
"20",19,0.00570540938709677,0.00415753333168887,81,15,-3276.8,168,0.13,24.520663245,-8.0633415035,-4.29663955455,25.755,1836.05829027,-5781.28120128
"21",20,0.0039612422,0.00401066223333152,81,15,-3276.8,168,0.1,24.611890015,-8.539602933,-0.841050557455,25,1836.05488419,-5781.27925239
"22",21,0.00402655381818182,0.00400634268041731,82,15.3,-3276.8,165,0.14,24.640936875,-9.2589154095,6.1523930776,25,1836.05151285,-5781.27734754
"23",22,0.00438165804545455,0.00414832297421971,80,15.3,-3276.8,165,0.13,22.99123857,-7.4973444408,6.8642886975,24.965,1836.04817514,-5781.27552264
"24",23,0.00369459496,0.00394961999362983,78,15.9,-3276.8,163,0.1,23.186625555,24.970803599895,0.048304910245,24.63,1836.04490856,-5781.27380103
"25",24,0.00393005176923077,0.00390483594004648,81,15.9,-3276.8,163,0.13,22.58406338,27.10452689,-2.9768549354,22.95,1836.04188561,-5781.27221484
"26",25,0.00390158761538462,0.00375322638725637,80,16.4,-3276.8,163,0.1,22.24779813,24.195119695,-26.9841706339,20.79,1836.03913737,-5781.27075618
"27",26,0.00304472633928571,0.00364453975246125,80,16.4,-3276.8,163,0.07,21.899318435,26.11549163,-136.648690285,19.23,1836.03671898,-5781.26933331
"28",27,0.00284761032272727,0.00340167453076687,78,16.9,-3276.8,163,0.1,22.68329315,6.07081993305,-271.0774301,17.195,1836.03481215,-5781.2677011
"29",28,0.00223894134545455,0.00314060435055526,83,16.9,-3276.8,163,0.15,24.82367526,-7.5089067475,-303.7668083,15.87,1836.03356751,-5781.26551371
"30",29,0.00263090032222222,0.00340379794775957,85,17,-3276.8,163,0.14,29.477281065,-7.486233056,-258.15169685,15.65,1836.03318201,-5781.26284578
"31",30,0.00231755195791667,0.0033793271633019,82,17,-3276.8,163,0.12,30.213649045,-7.0473272065,-102.358459845,16.165,1836.03370587,-5781.25996911
"32",31,0.003042810085,0.00368290744711226,79,17.4,-3276.8,163,0.16,31.64383039,-7.254769956,-34.399841855,18.02,1836.03478029,-5781.25696665
"33",32,0.0043325082173913,0.00402651208430868,78,17.4,-3276.8,163,0.12,31.29076898,-6.7371334335,-22.852802693,20,1836.03606981,-5781.25379118
"34",33,0.0053144878,0.00435479979477779,76,18,-3276.8,164,0.16,30.92673728,-6.9575532485,-2.637733130105,20.41,1836.03755172,-5781.25042377
"35",34,0.00513354841666667,0.00454901219221164,73,18,-3276.8,163,0.12,28.254245175,-7.273886472,0.984447147905,23.45,1836.03913953,-5781.24685632
"36",35,0.00459301242857143,0.00466503111473214,76,18.6,-3276.8,165,0.09,27.611646315,-6.6047830285,0.51962792629,24,1836.04075614,-5781.24314283
"37",36,0.00562235838888889,0.00467802152019878,77,18.6,-3276.8,165,0.09,27.069486375,-6.716324488,0.233767798588,24,1836.04240899,-5781.23933901
"38",37,0.0046714375,0.00475750720800132,79,18.8,-3276.8,165,0.08,24.609616325,-6.5895923295,2.013796845245,25.045,1836.04410378,-5781.23544327
"39",38,0.0056005415625,0.00485164565034935,80,18.8,-3276.8,165,0.19,20.88069473,-6.2144742355,-0.1318065694346,25.82,1836.04582593,-5781.23146509
"40",39,0.0052378815,0.00490821173463253,76,19.4,-3276.8,165,0.15,20.87822314,-7.807889357,1.99981225922,26.07,1836.04754718,-5781.22744419
"41",40,0.0064762582,0.00479747273026926,75,19.4,-3276.8,166,0.14,20.618944845,-8.173766767,0.7979378857305,26,1836.049263,-5781.22335246
"42",41,0.00417411881333333,0.00476523847779555,72,20.1,-3276.8,166,0.12,20.77938076,-7.877782449,-0.953366591602,26,1836.05101533,-5781.21915498
"43",42,0.00439501937272727,0.00512778974891713,69,20.1,-3276.8,166,0.13,23.033421195,-6.15948723889,1.6405277762745,26,1836.05283585,-5781.21483504
"44",43,0.00572611728571429,0.00521307937339066,71,20.5,-3276.8,165,0.19,23.0444394,22.884390245,-5.8985862759725,27.29,1836.05468319,-5781.21047238
"45",44,0.005386868375,0.00515588283287292,72,20.5,-3276.8,164,0.15,22.67969623,20.073261015,-11.478889513,27.67,1836.05651616,-5781.20627271
"46",45,0.0052633814,0.00509833968922726,75,20.8,-3276.8,164,0.19,22.296260345,19.839643075,-9.40736955465,26.19,1836.05839179,-5781.20228799
"47",46,0.00485214408333333,0.00500332769849582,77,20.8,-3276.8,165,0.14,22.25278167,8.938734238,-12.01468772171,25.51,1836.06031932,-5781.19846953
"48",47,0.00513868404761905,0.00496647042458493,77,21.2,-3276.8,168,0.12,22.035767445,5.899740195,-30.340508965,24.99,1836.06229587,-5781.19483671
"49",48,0.0055348142173913,0.00502824590909941,74,21.2,-3276.8,168,0.14,21.78938392,19.5064274,-41.281025355,24,1836.06441462,-5781.19141644
"50",49,0.00524751384,0.00521504389355591,70,21.4,-3276.8,168,0.07,21.82748483,15.7458740185,-42.053569115,24,1836.06670503,-5781.18825081
"51",50,0.0050441514,0.00526174400419665,68,21.4,-3276.8,166,0.2,21.770154195,9.5538957825,-24.8314024565,24,1836.06915579,-5781.1853439
"52",51,0.00575482785185185,0.00548686913795226,71,21.4,-3276.8,165,0.12,21.526474505,11.6499362245,-1.1393979624995,23.795,1836.07171572,-5781.18263352
"53",52,0.00693860322222222,0.00554539296298781,76,21.4,-3276.8,165,0.06,21.479593155,23.97391233,19.0952504165,22.75,1836.07422648,-5781.18005367
"54",53,0.0078064417,0.00545070050784899,75,21.1,-3276.8,165,0.04,21.597159125,30.078357295,50.90681109,21.11,1836.07650735,-5781.17749974
"55",54,0.0065115737,0.0050524109838293,72,21.1,-3276.8,165,0.04,21.842233345,31.656999895,71.021465975,20.59,1836.07837272,-5781.174975
"56",55,0.00281025975454545,0.00403372100155633,69,20.5,-3276.8,165,0.04,22.827765305,40.02615387,61.54428763,17.25,1836.07966791,-5781.17266389
"57",56,0.00239349761666667,0.00243916320284529,67,20.5,-3276.8,165,0.06,25.08748999,42.603149025,19.321792216,13.81,1836.08041563,-5781.17095161
"58",57,0.0002024584,0.00225853487672972,68,20.2,-3276.8,165,0.04,26.24554962,41.38611974,7.2793130165,8.54,1836.08068917,-5781.17018223
"59",58,0.0002155175,0.00221458065586902,68,20.2,-3276.8,165,0.04,25.90827873,39.01331467,7.0297044775,4.185,1836.08065383,-5781.17010927
"60",59,0.000729333755714286,0.00207801100944907,66,19.4,-3276.8,165,0.04,25.774078315,35.547273305,4.436482689555,3,1836.08062833,-5781.17012139
"61",60,0.000952891525,0.00195532966650692,70,19.4,-3276.8,165,0.04,25.699838365,34.24124607,-0.748937698029,3,1836.08063112,-5781.17013258
"62",61,0.00138474368571429,0.00195863534028086,75,18.7,-3276.8,165,0.04,25.662515715,34.22661055,-1.04386266024165,0.57,1836.08064534,-5781.17014569
"63",62,0.00311080758625,0.00197271355865816,76,18.7,-3276.8,165,0.07,25.61727553,34.169694065,1.667531487,0,1836.08066184,-5781.17015769
"64",63,0.00163150385714286,0.00189061256242347,78,18.3,-3276.8,165,0.1,25.580514735,34.647575405,1.987935866,0,1836.08067723,-5781.17016888
"65",64,0.000880112285714286,0.0017662702287196,73,18.3,-3276.8,162,0.1,25.53844687,34.531558735,1.7232289375,0,1836.08069265,-5781.1701786
"66",65,0.0004688567875,0.00171581995733781,68,18.3,-3276.8,160,0.1,25.49574527,34.40042623,1.4581096145,0,1836.08070528,-5781.17018646
"67",66,0.000839490585714286,0.00181357018722677,65,18.3,-3276.8,157,0.16,25.46214882,34.09188039,1.1966555415,0,1836.08071632,-5781.1701936
"68",67,0.0023234395875,0.00201210114055221,63,18,-3276.8,158,0.15,25.440486675,34.2606734,1.051159614,0,1836.08072544,-5781.17020026
"69",68,0.002787566,0.00215307484449267,64,18,-3276.8,161,0.16,25.434786235,34.26025908,0.92049231605,0,1836.08073204,-5781.17020659
"70",69,0.00150725248333333,0.00219985251503367,64,18,-3276.8,162,0.18,25.430740905,34.24798084,0.84247580735,0,1836.08073864,-5781.17021202
"71",70,0.00290460957142857,0.00222725392490344,65,18,-3276.8,162,0.14,25.38671811,34.105214355,1.04523780075,0,1836.08074566,-5781.17021586
"72",71,0.0036279076375,0.00215327955118203,65,18.3,-3276.8,161,0.15,25.367686415,30.04232455195,0.713328959935,0,1836.08075328,-5781.17022018
"73",72,0.00121876657142857,0.00193546493059705,68,18.3,-3276.8,161,0.16,26.284962955,-7.4484288825,2.7021362166605,0,1836.08080458,-5781.1701294
"74",73,0.0008396133,0.00172451225237134,70,18.8,-3276.8,161,0.15,34.51189164,-7.5236764475,2.87315011545,0.39,1836.08097798,-5781.16975746
"75",74,0.00102086674142857,0.00160921574950777,72,18.8,-3276.8,161,0.09,40.637400615,-8.303101489,-2.627910978235,4.22,1836.0813828,-5781.16883874
"76",75,0.001063078175,0.00156620747190387,73,19.3,-3276.8,161,0.13,40.2869325,-7.4861861225,-40.862129489,7.47,1836.08213472,-5781.16706676
"77",76,0.00137167034285714,0.00155632736146963,74,19.3,-3276.8,161,0.16,37.680716825,-6.465394393,-137.915208955,14.28,1836.08323836,-5781.16465926
"78",77,0.0007352701875,0.00158575057458028,76,19.5,-3276.8,160,0.18,36.814248215,-6.5979226,-259.2808261,17.62,1836.08487192,-5781.16224546
"79",78,0.00130696824285714,0.00167670961494746,77,19.5,-3276.8,159,0.16,40.498532215,-6.148570658,-251.8260838,19.62,1836.08744796,-5781.16057878
"80",79,0.00111723725,0.00181510814674321,80,19.9,-3276.8,159,0.12,43.26802604,-7.8012410135,-164.6993484,22.68,1836.09082884,-5781.16041468
"81",80,0.00179786137142857,0.00197199872765689,78,19.9,-3276.8,158,0.1,44.402599215,-7.8337805315,-55.5024441585,25.08,1836.09455454,-5781.16185006
"82",81,0.0014743259375,0.00212181258361702,75,20.3,-3276.8,158,0.14,43.893936725,-8.1787811865,-7.19780740045,28.1,1836.09849432,-5781.16416264
"83",82,0.00129936485714286,0.00230375569192528,73,20.3,-3276.8,159,0.14,42.67673349,-8.556552418,-13.057200987315,30.63,1836.10275324,-5781.16675284
"84",83,0.0022789883625,0.00258938888003956,71,20.7,-3276.8,159,0.19,41.69227547,-6.886789591,-9.245630511575,33.42,1836.10727412,-5781.16965216
"85",84,0.00261203765,0.00338437110714411,74,20.7,-3276.8,161,0.15,37.803718645,-6.7265150055,5.82743704399,35.42,1836.11201526,-5781.17287992
"86",85,0.00464027978,0.00480621481035904,73,21,-3276.8,164,0.15,40.86240506,-7.083962645,12.24896386145,38.46,1836.11700276,-5781.17615604
"87",86,0.00595570870588235,0.00494080322751622,73,21,-3276.8,166,0.21,40.37764351,-7.7149215455,15.251850908,39.82,1836.12234786,-5781.17921886
"88",87,0.00621864608695652,0.00518385595144388,76,21.3,-3276.8,166,0.14,37.27757272,-7.22430136,16.5710978495,40.065,1836.12806052,-5781.1819665
