"","Time","pp","pp_nr2"
"1",0,"0.00365728751057759","0.00325530426170137"
"2",1,"0.00297030111375664","0.00321061229838964"
"3",2,"0.0030018596444279","0.00315875278603314"
"4",3,"0.00300352664531342","0.00317190462101064"
"5",4,"0.00343073043040931","0.00327117582840871"
"6",5,"0.00373875030449459","0.00340730251123747"
"7",6,"0.00367826950969175","0.00343837197055499"
"8",7,"0.00349802730488591","0.00333164552300243"
"9",8,"0.0033024167350959","0.0032505071587487"
"10",9,"0.00318906699041171","0.00319082046467391"
"11",10,"0.00332302681636065","0.00312101620032967"
"12",11,"0.00311452487949282","0.00303430362378688"
"13",12,"",""
"14",13,"0.00266445484677596","0.00296086786970368"
"15",14,"0.00318504897101472","0.00287993864229888"
"16",15,"0.00226535031106323","0.00276353000604392"
"17",16,"0.00243434484582394","0.00268792172283991"
"18",17,"0.00263494978259717","0.00270899135204133"
"19",18,"0.00285269104642794","0.00275625541372758"
"20",19,"0.00282284963343825","0.00276683231404239"
"21",20,"0.00273785920580849","0.00273237607845858"
"22",21,"0.00244503273279406","0.00268203341582847"
"23",22,"0.0026015463019056","0.00271070289987281"
"24",23,"0.00277849110508604","0.00278378029635689"
"25",24,"0.00290602140012197","0.00281657273985089"
"26",25,"0.00278293574228883","0.00278717391733504"
"27",26,"0.00250255962600932","0.0027367246979381"
"28",27,"0.00271909431155239","0.00274383631710464"
"29",28,"0.00277537677902728","0.00279514516925465"
"30",29,"0.00263469370215067","0.00282988016040966"
"31",30,"0.00278142755269073","0.00289576031527556"
"32",31,"0.00284090495136167","0.00302091921727678"
"33",32,"0.00342529537738301","0.00318595343132841"
"34",33,"0.0034697092404323","0.00328672676719398"
"35",34,"0.0033573147892538","0.00331348825615674"
"36",35,"0.00349287388962694","0.00327967162507223"
"37",36,"0.0030334975454025","0.00324311007752673"
"38",37,"0.00286215427331626","0.00330346920381741"
"39",38,"0.0036942888982594","0.00340927695007583"
"40",39,"0.00317821957703148","0.00345163939346763"
"41",40,"0.00339559276471846","0.00352423288598177"
"42",41,"0.00333885199922536","0.00366349805905186"
"43",42,"0.00434432274778374","0.00399942688271327"
"44",43,"0.00519391412048468","0.00428244382974356"
"45",44,"0.0044127748613911","0.00433346880059309"
"46",45,"0.00494702346622944","0.00437171110927186"
"47",46,"0.00456600316101685","0.00426425470757375"
"48",47,"0.00444119194123362","0.00407433274591318"
"49",48,"0.00353751581860706","0.00386616522469291"
"50",49,"0.00394545009891902","0.0037373046906439"
"51",50,"0.00344717116760356","0.00357658574300932"
"52",51,"0.00328981626080349","0.00349474437398754"
"53",52,"0.00373285930254497","0.00357622735420399"
"54",53,"0.00368620598289583","0.00365483897463206"
"55",54,"0.003732383454917","0.0036991614254146"
"56",55,"0.00372852238693408","0.0037274501974627"
"57",56,"0.00381618974331234","0.0037588330012837"
"58",57,"0.0038190143823158","0.00378808034706628"
"59",58,"0.00400116443051957","0.00381967387268748"
"60",59,"0.00381859026050993","0.00380957260967416"
"61",60,"0.00368571578292176","0.00375570788105235"
"62",61,"0.00370716066875805","0.00375171674569606"
"63",62,"0.00361998555516558","0.00377204367910672"
"64",63,"0.00401793554192409","0.00387539339122305"
"65",64,"0.00397229946351477","0.0040001811620019"
"66",65,"0.00473477822379209","0.00411630693982636"
"67",66,"0.00438344052859715","0.00409473364906367"
"68",67,"0.00405812991084531","0.00395545153136561"
"69",68,"0.00356923047054027","0.00375294231421242"
"70",69,"0.00352029144414701","0.00366203516999123"
"71",70,"0.00364990644933035","0.00366137349732783"
"72",71,"0.0034192573511973","0.00359695619104502"
"73",72,"0.00357969810387918","0.00354954721008176"
"74",73,"0.00346140813780949","0.00352720194504134"
"75",74,"0.00419818609952927","0.00347953515032007"
"76",75,"0.00314576554228552","0.00334965495273271"
"77",76,"0.00350780582188496","0.00326989405778406"
"78",77,"0.00324024693691172","0.00323725239383496"
"79",78,"0.00316403407071318","0.00318597270026887"
"80",79,"0.00298936959006824","0.00309639906218701"
"81",80,"0.00288542855664023","0.00302706903751792"
"82",81,"0.00305283110355958","0.00300172521743572"
"83",82,"0.0027159001079521","0.00297140325685731"
