"Subject","MeanPP","StdPP","MeanPP_Seg0","MeanPP_Seg1","MeanPP_Seg2","MeanPP_Seg3","MeanPP_Seg4","MeanPP_SegMax","StdPP_Seg0","StdPP_Seg1","StdPP_Seg2","StdPP_Seg3","StdPP_Seg4","StdPP_SegMax","MeanPP_Seg0_1","MeanPP_Seg0_2","MeanPP_Seg0_3","MeanPP_Seg0_4","StdPP_Seg0_1","StdPP_Seg0_2","StdPP_Seg0_3","StdPP_Seg0_4","MeanPP_AccHigh"," MeanPP_AccLow","StdPP_AccHigh","StdPP_AccLow","MeanPP_AccHigh1"," MeanPP_AccLow1","StdPP_AccHigh1","StdPP_AccLow1","MeanPP_AccHigh2"," MeanPP_AccLow2","StdPP_AccHigh2","StdPP_AccLow2","MeanPP_AccHigh3"," MeanPP_AccLow3","StdPP_AccHigh3","StdPP_AccLow3","MeanPP_AccHigh4"," MeanPP_AccLow4","StdPP_AccHigh4","StdPP_AccLow4"
"01",0.238154493146928,0.0930749400751178,0.361495506284773,0.163342852286936,0.266754239524559,0.249012465201668,0.27836516799756,0.27836516799756,0.0808848394012515,0.0572843878147757,0.0480957642838393,0.0651768717510268,0.0490762151181256,0.0651768717510268,0.307321984600469,0.348277807959931,0.407358957468755,0.441790030743342,0.0727854963311938,0.069282148770943,0.0831639482441991,0.0603503514074048,0.354997439313741,0.240943669780959,0.0594355681787515,0.0453395511618015,0.328723187292947,0.30991858260271,0.0400793219368719,0.0409318503450302,NA,0.244202914424743,NA,0.0297408189902352,NA,0.204040790910912,NA,0.0211761914024032,0.40895349257073,0.235139766122047,0.0564070630151094,0.0239413401897896
"02",0.0323562532378892,0.0814267330355834,0.107379268495879,-0.0176004301043881,0.0390130625869421,0.0532798334942741,0.0727515600897063,0.0727515600897063,0.0947985561140488,0.0919597976621146,0.0282216858911994,0.0330288966577933,0.0255111256069409,0.0919597976621146,0.108720146260432,0.124293358021965,0.143756015606004,0.141479145799363,0.0910035659239396,0.0330978475467657,0.0495676156831354,0.0580441605024764,0.111838228691799,0.0366509142243192,0.043273465319638,0.0378832286308256,0.0968705092069879,0.0857294714612377,0.0336575194693234,0.0391168446090288,NA,0.0196688504871781,NA,0.0194623767644753,0.00518234916336997,0.0194589939284355,NA,0.0235962019789469,0.140082812396536,0.0321128227614598,0.042606363072877,0.0242697509840431
"03",0.0850304493104046,0.075761549937448,0.157937543218908,0.091507335886889,0.0895155158306887,0.016432030822552,0.12464847965383,0.12464847965383,0.0818664210264718,0.0444179082951533,0.0547059730948253,0.0551623773605974,0.0474735511952694,0.0551623773605974,0.121036143280733,0.151606870442701,0.126623321256901,0.203103779863408,0.0501799460373637,0.0592309274549692,0.0456841736996383,0.0327445426918534,0.123364584001839,0.0895253149403755,0.0479652698867598,0.0363255834782384,0.149426574760756,0.114086189685891,0.0533546774908153,0.0495070065875002,NA,0.0824631960885767,NA,0.0233849864496346,0.101726994877739,0.0732978863344914,0.0113869974684489,0.020256707589697,0.11176558133947,0.0797059750095115,0.043528240036308,0.0101289602013408
"04",0.0905728658819451,0.0846660749674011,0.162009643374677,0.0135420625144502,0.068046156992998,0.109044457308713,0.174957592946979,0.174957592946979,0.0764532494183429,0.0549795360001199,0.0672169164702331,0.0493809092399482,0.0376140385205122,0.0672169164702331,0.107918425478751,0.146638452219452,0.153501528277531,0.250830318662871,0.0913877653585766,0.0575545077364715,0.0570329520743409,0.0377901208859514,0.150906526945812,0.0958048480989624,0.0381473256016116,0.0367131919282695,0.177926251642295,0.139054222635124,0.0163331499017161,0.028223033159871,NA,0.0752394414781944,NA,0.0246678748676769,NA,0.0708260278180933,NA,0.0115792272153549,0.111319488437011,0.115493224444448,0.0233387135444148,0.0299055524360798
"05",-0.084716459347907,0.233405099748957,-0.00922383363699049,0.139469644655892,-0.179580120152605,-0.0732951448551957,-0.229560517038191,0.139469644655892,0.27128640003289,0.0371847353264644,0.238734470142883,0.120698450209488,0.167975595849275,0.238734470142883,0.189548657318999,-0.20377630249853,0.0502553788554311,0.107606033847258,0.0550376841411655,0.148308736348734,0.0810550594774827,0.200965626966711,-0.0191996944197811,-0.0880351337410653,0.137116450004592,0.0942930687773864,-0.120389527455894,-0.13253523341207,0.0675564766136543,0.0895956958949641,NA,-0.142106273008537,NA,0.044039919695461,-0.132906153386483,-0.0664796966808862,0.0677931320118206,0.0792662886927652,0.134613281676663,0.0783418033894674,0.0271907660098552,0.0234518535795259
"06",0.317684829251,0.129493400648149,0.323868566846681,0.409550170596904,0.364441762105965,0.288082216097064,0.207029489251912,0.409550170596904,0.144942023520989,0.152634421167667,0.0600167934639803,0.0612838919923466,0.0664155709244924,0.152634421167667,0.264799419246061,0.436616029038746,0.253126343643108,0.157593425340312,0.0649121196965101,0.0344998350547022,0.0936193686174261,0.0362738707757931,0.339484744312325,0.312611817260895,0.0763771655105321,0.050559831221383,0.402509447933228,0.359078133075896,0.0280910159485018,0.0656163832041478,NA,0.332425348357289,NA,0.0278569786593874,NA,0.284939519061385,NA,0.0252225774715908,0.25581401709147,0.275029369629846,0.0131219647945079,0.0237111569979133
"07",0.235017403501649,0.112755712776309,0.299639159997095,0.277375886857343,0.293234471603003,0.211057515658126,0.145539330674798,0.293234471603003,0.119932162915899,0.11223890816558,0.0743614366508626,0.0844097368893272,0.0635020911217398,0.11223890816558,0.295606441662593,0.438378891091125,0.255879117929494,0.308430934015506,0.105589316113636,0.0574240112303268,0.0890358437794286,0.0409364329378354,0.263447687108929,0.243279759633386,0.0514061205236003,0.041247792724372,0.30155042450174,0.301255164606363,0.0375979642642187,0.0179701471743019,0.23235675806546,0.262660940102019,0.0265362769651725,0.032697121943739,0.21168343334939,0.19177912130856,0.0235549524888855,0.0223550740520781,0.277349456736178,0.223710734514754,0.03565571476955,0.0271880939626382
"09",0.0879231223966663,0.091596272436684,0.193255059239688,-0.00733405450815267,0.103370835443436,0.130360495563241,0.130324471217719,0.130360495563241,0.0923652386955636,0.0513705844851404,0.0579745908990361,0.0243744032151175,0.0314370267607603,0.0579745908990361,0.21151542994853,0.210613777509971,0.195389144962492,0.125904182479986,0.126126848317542,0.0740307938134157,0.0558395748992062,0.0255042770620278,0.155019797350365,0.100380149194238,0.0701034833967525,0.0391609191767325,0.153192301208297,0.138827399018943,0.0511009628273982,0.0524686187107216,0.0533833749295506,0.0720946205879582,0.0133022349739379,0.0216677609774165,0.0431633882347836,0.0871521913072132,0.0100516616726552,0.0201411643718422,0.219299532570718,0.110466139966606,0.0249958722027174,0.0188182547656498
"12",0.169319467707735,0.135726507117615,0.247918361212714,0.132419020178955,0.200610070821012,0.247445419874147,0.0975407795659112,0.247445419874147,0.13831231172752,0.0904395039006636,0.162441464721755,0.0581953025172868,0.126018834530784,0.162441464721755,0.196328075985898,0.256170578955644,0.389813696319978,0.0670346153987859,0.0657952693167403,0.0493994049708259,0.107179600300911,0.0344925542438435,0.241353130951597,0.175232709714677,0.0724679348813982,0.0450568742848637,0.198227154527967,0.192006840065943,0.0550433719334004,0.0560703100277848,NA,0.160835945731544,NA,0.043439786459144,0.193343048143262,0.164055916666416,NA,0.037901735049383,0.298950199641628,0.195185578052895,0.0497233419734049,0.0268845661175209
"13",0.157898785924846,0.0915704247442983,0.147585888828565,0.131903578940524,0.205935050508195,0.119615220378801,0.147892378413652,0.205935050508195,0.106894917765801,0.130830070016633,0.0355147198336982,0.0725161359698826,0.0282586541560155,0.130830070016633,0.206697420872622,0.21253945427833,0.109546154537293,0.218766124889563,0.0297561847995697,0.0529710407694737,0.0552052414556386,0.0161575874436825,0.150139848706714,0.157260804276551,0.0338285289152913,0.0458720039138513,0.138060412702674,0.108411834326889,0.0285259559279072,0.037997074525223,0.157257767612971,0.131795478190578,0.0226243326518418,0.0311865187890283,0.200333650313525,0.195167256323664,0.00673906006422267,0.011469939680535,0.142646490192159,0.193766283930218,0.0331745397136533,0.00913537282295337
