"","Time","pp","pp_nr5","HR","BR","SkinTemp","Posture","PeakAccel","Accelerator","Brake","Steering","Speed","IN_Lat","IN_Long"
"1",0,0.0044737078125,0.00437250323490352,100,14.2,-3276.8,-11,0.06,32.39909912,-0.8014076004295,-19.150283825,10.93,1836.07255086,-5781.18146874
"2",1,0.0042203014375,0.00434920619699506,101,14.9,-3276.8,-12,0.1,29.7311281,-0.4755678636295,-14.4696631883,13.89,1836.07422018,-5781.18006744
"3",2,0.0050577535,0.00431219056098968,102,14.9,-3276.8,-12,0.07,19.86874599,2.791037611733,14.25292542244,14,1836.07608072,-5781.17853978
"4",3,0.00314503957142857,0.00427297058197447,101,15.5,-3276.8,-14,0.06,20.220623505,30.41410115,80.88867869,14,1836.07795032,-5781.17694348
"5",4,0.0041175364375,0.00425442563438545,101,15.5,-3276.8,-15,0.07,20.11784148,31.584539545,112.87671095,14,1836.07953666,-5781.1752942
"6",5,0.00508133242857143,0.00425713043260251,101,16.1,-3276.8,-17,0.08,20.453228275,43.70082445,126.0303986,12.83,1836.0806934,-5781.17368764
"7",6,0.00395062411111111,0.00426680538800116,98,16.1,-3276.8,-18,0.09,20.656183845,39.17189791,126.22536785,10.79,1836.08139996,-5781.17240172
"8",7,NA,NA,96,16.8,-3276.8,-19,0.15,20.68738409,36.00880138,119.579814,7.555,1836.08175468,-5781.17159688
"9",8,NA,NA,95,16.8,-3276.8,-19,0.07,20.57762985,33.707265015,116.4116358,3.9,1836.08190408,-5781.17119644
"10",9,NA,NA,94,17.9,-3276.8,-20,0.07,20.566186535,30.35966086,113.4440487,3,1836.08193138,-5781.17110626
"11",10,NA,NA,94,17.9,-3276.8,-20,0.09,20.4848673,30.64129005,110.65920195,3,1836.0819252,-5781.171102
"12",11,NA,NA,95,18.5,-3276.8,-21,0.13,20.43808415,34.2018004,111.2398651,1.245,1836.081924,-5781.17109702
"13",12,NA,NA,95,18.5,-3276.8,-21,0.13,22.05211251,7.0831865357,84.439951545,0,1836.08193132,-5781.17106624
"14",13,NA,NA,95,18.7,-3276.8,-20,0.19,28.81594423,-4.971801632,37.238988935,0,1836.08200224,-5781.17083404
"15",14,NA,NA,95,18.7,-3276.8,-20,0.19,33.001905975,-4.8401878075,-19.45797181534,1.7,1836.08220648,-5781.17017452
"16",15,NA,NA,94,18.6,-3276.8,-19,0.14,35.71840792,-3.0929656045,-106.91985341,6.74,1836.08259114,-5781.16898274
"17",16,NA,NA,93,18.6,-3276.8,-18,0.13,35.54852577,-3.19210872365,-129.14077665,8.94,1836.0833007,-5781.1672182
"18",17,NA,NA,93,18.6,-3276.8,-17,0.1,40.343162685,-4.9085953835,-199.83219195,13.79,1836.08445822,-5781.16513866
"19",18,NA,NA,92,18.6,-3276.8,-17,0.15,39.38515351,-3.55442793935,-221.14993395,16.55,1836.08633658,-5781.16313922
"20",19,NA,NA,91,18.2,-3276.8,-15,0.18,37.51330025,-4.0994955865,-228.75017015,20.33,1836.08914458,-5781.16175106
"21",20,NA,NA,90,18.2,-3276.8,-15,0.13,40.546582485,-4.123612426,-187.57012015,22.33,1836.09263646,-5781.16172658
