"","Time","pp","pp_nr5","HR","BR","SkinTemp","Posture","PeakAccel","Accelerator","Brake","Steering","Speed","IN_Lat","IN_Long"
"1",0,0.00376903625,0.00482836655618278,89,17.9,-3276.8,-27,0.1,20.449958205,5.257856902355,-35.426013875,17,1836.07304208,-5781.18303462
"2",1,0.00623964014285714,0.0048780825615595,86,17.9,-3276.8,-27,0.14,20.169524625,27.752741736,-13.912690579,17,1836.0749154,-5781.18086904
"3",2,0.00657358675,0.00490129504630621,84,17.9,-3276.8,-27,0.15,20.25370957,27.671054425,6.25512788785,16.09,1836.07671006,-5781.17888382
"4",3,0.00478442757142857,0.00486497330299057,84,17.9,-3276.8,-27,0.15,20.35141879,34.92361802,18.735297304,15.565,1836.0783378,-5781.17705832
"5",4,0.00493422925,0.00479570583722141,81,17.9,-3276.8,-27,0.14,20.38471659,28.270106655,70.78780584,14.045,1836.07966956,-5781.1754379
"6",5,0.00453583785714286,0.00472862681133399,84,17.9,-3276.8,-27,0.14,20.45952427,30.455522245,135.88363075,11.5,1836.08063028,-5781.17407116
"7",6,0.004450913625,0.00468365835989498,85,17.9,-3276.8,-28,0.12,20.44795057,34.11009243,71.314741575,8.575,1836.08124096,-5781.17295264
"8",7,0.00518387942857143,0.00465467096029945,84,17.9,-3276.8,-27,0.13,20.441864865,41.184161555,27.4979785075,6.365,1836.08163066,-5781.17209908
"9",8,0.00471323275,0.00461867492380173,84,17.9,-3276.8,-27,0.12,20.64839809,36.752796535,6.269308972,5.01,1836.0818469,-5781.17159256
"10",9,0.0048723765,0.00458948320393527,85,17.9,-3276.8,-28,0.09,21.03896739,16.266556012785,6.529036407,3.165,1836.08192664,-5781.17140164
"11",10,NA,NA,85,17.9,-3276.8,-27,0.14,29.794073645,2.46597693231,5.4545398625,3,1836.08206458,-5781.17111754
"12",11,NA,NA,84,17.9,-3276.8,-26,0.1,34.66951075,1.66976930773,-5.3411454667905,3.355,1836.08240214,-5781.17042178
"13",12,NA,NA,82,17.9,-3276.8,-27,0.16,35.92510857,-1.7355948015,-22.734083113,7.725,1836.08303238,-5781.16907538
"14",13,NA,NA,82,17.6,-3276.8,-25,0.12,35.717836875,-1.231931662715,-115.067544965,11.07,1836.08395158,-5781.16714098
"15",14,NA,NA,82,17.6,-3276.8,-25,0.18,35.665224395,-2.264596959,-170.43133335,14.26,1836.08524734,-5781.16499682
"16",15,NA,NA,81,17.7,-3276.8,-25,0.14,35.719119785,0.8212406010065,-230.19509745,17,1836.08712408,-5781.16301382
"17",16,NA,NA,82,17.7,-3276.8,-25,0.13,35.412598615,-1.4332253309305,-223.80273455,17.47,1836.08974482,-5781.16171134
"18",17,NA,NA,82,17.7,-3276.8,-24,0.08,37.007617955,-2.148750009565,-138.460898935,21.28,1836.09301242,-5781.16165668
"19",18,NA,NA,84,17.7,-3276.8,-22,0.18,38.087794905,0.855653216551,-68.549024685,22.825,1836.09660384,-5781.162753
"20",19,NA,NA,85,18,-3276.8,-21,0.15,37.93919732,-1.556636458445,-22.530215068,26.84,1836.10037358,-5781.16459524
