"","Time","pp","pp_nr2"
"1",0,0.0027154381677974,0.00338824944919081
"2",1,0.00458424346288666,0.00365153405116649
"3",2,0.00378595452223505,0.00379191285289165
"4",3,0.00408510127454065,0.00400932279639751
"5",4,0.00527373767857041,0.00419895657405493
"6",5,0.00353622235707007,0.00403014836685666
"7",6,0.00437781820073724,0.00405659115168274
"8",7,0.00412195143871941,0.0041512316395525
"9",8,0.0043798995403839,0.00413226097574479
"10",9,0.00390023805084638,0.00398944332276566
"11",10,0.00347398151643574,0.00392315394532711
"12",11,0.00475583915249445,0.00410725001106478
"13",12,0.00391625632931079,0.00409760372504199
"14",13,0.00430089302244596,0.00411472173926252
"15",14,0.00418396294116974,0.00417573743280757
"16",15,0.00437627150677145,0.00415008821109278
"17",16,0.00368530719008829,0.0040047542313993
"18",17,0.00386681564019195,0.00399908235010186
"19",18,0.00386417657136917,0.00410151592781335
"20",19,0.00486171012744308,0.00430219161422154
"21",20,0.00429441608139314,0.00425921666453886
"22",21,0.00424540362187794,0.00409259626323924
"23",22,0.00393320075818338,0.00396363375662142
"24",23,0.00385181426203677,0.00391079352486185
"25",24,0.00374939371249638,0.00392934751317324
"26",25,0.00412419298663735,0.00401801179186599
"27",26,0.00417114759329706,0.00420708145069764
"28",27,0.00535878632217646,0.00437575592936498
"29",28,0.00396391018875875,0.00427235135725594
"30",29,0.00436830197993134,0.0042911483369669
"31",30,0.0039014108479023,0.00425382517323076
"32",31,0.00516413810795971,0.00442359920626936
"33",32,0.00468319922219962,0.00448735346437813
"34",33,0.00428049898307238,0.00435490190970128
"35",34,0.00412444249377586,0.00418756937964912
"36",35,0.0042063906855349,0.00411749527114576
"37",36,0.00390843913191929,0.00407104523492399
"38",37,0.00410948244721762,0.00411514446865787
"39",38,0.00411554134916514,0.00428416479931505
"40",39,0.00521303982740002,0.00433830804999349
"41",40,0.00391952064819634,0.00408023129576886
"42",41,0.00373436623652066,0.00394844315197408
"43",42,0.00350558385252953,0.00384373583443168
"44",43,0.00369895489088127,0.00374667395062639
"45",44,0.00348216175916605,0.00375783778290805
"46",45,0.00383245036937296,0.00385391208399968
"47",46,0.00383868988137692,0.00394714929491136
"48",47,0.00427218154072762,0.00406030357144405
"49",48,0.00441724635311402,0.00415735051206118
"50",49,0.00464803293081267,0.00420959678926464
"51",50,0.0036808481963817,0.00402014250835715
"52",51,0.00370355642267636,0.00400386935296388
"53",52,0.00450427160831168,0.00417790747261184
"54",53,0.00415854152691151,0.00413331176146579
"55",54,0.00399583735270426,0.00405853341494307
"56",55,0.00369224800462169,0.00406555229543608
"57",56,0.00394352630246431,0.00421203459744425
"58",57,0.00518161477521062,0.00451393567019552
"59",58,0.00514751113951206,0.00465870768815836
"60",59,0.00436242915956037,0.00451715529352366
"61",60,0.0046990032424219,0.00441743216820424
"62",61,0.00406402865025614,0.0042413947861338
"63",62,0.00417626794013712,0.00409877485602519
"64",63,0.00399717538883643,0.00404935675420805
"65",64,0.00390185459400527,0.00402867145733293
"66",65,0.00393456500023603,0.00409168081744754
"67",66,0.00435007785563357,0.00427764570393114
"68",67,0.00518741106082286,0.00445213144913379
"69",68,0.00404813195928,0.00434474221580398
"70",69,0.00403828606275575,0.00407572589500723
"71",70,0.00372514307188491,0.00397944050851962
"72",71,0.00402932427823544,0.00396611102443462
"73",72,0.0040929351068501,0.00387962684002578
"74",73,0.00346865720348433,0.00376969605339142
"75",74,0.00408421599422581,0.00378288095413336
"76",75,0.00330070366284677,0.00375664867818899
"77",76,0.00378181689302437,0.00376719671573348
"78",77,0.00357177777082792,0.00387502989852482
"79",78,0.00425824372925692,0.0040489655956584
"80",79,0.00437729453551583,0.00413515839344903
"81",80,0.00364397626253776,0.00398679701375201
"82",81,0.00416690350643226,0.00395248107592759
"83",82,0.00395770450787885,0.00387990572371364
"84",83,0.00377396662952378,0.003799228440386
"85",84,0.00367318984353915,0.00369758514916246
"86",85,0.0032839734173779,0.00360716263223943
"87",86,0.00365646419647549,0.0036270721956228
"88",87,0.00356867627124302,0.00358528115148141
"89",88,0.00340726020346795,0.00350697557950744
"90",89,0.00314836498000659,0.00346457996715573
"91",90,0.00315848485167537,0.0035872747432387
"92",91,0.00465668682591058,0.0038695454663646
"93",92,0.0034918615128845,0.00379611285914784
"94",93,0.00361940321616001,0.00379176870154644
"95",94,0.00426308920473925,0.00397291242094834
"96",95,0.00376677871099673,0.00400625639960268
"97",96,0.00454580531056438,0.0041322818336436
"98",97,0.00392169519909658,0.00409199695859412
"99",98,0.00389128384579505,0.00406755152555962
"100",99,0.00426372134825215,0.0040646120740131
"101",100,0.00453253466236804,0.0040746457187882
"102",101,0.00412134040379897,0.00405666320525182
"103",102,0.00374657600851996,0.00398819166500903
"104",103,0.00381565548013896,0.00394294334916499
"105",104,0.00397315169019358,0.00392407293740253
"106",105,0.00401728413999081,0.0038964955981199
"107",106,0.00390507124497422,0.00390703111796839
"108",107,0.00402475064038299,0.00396414925184697
"109",108,0.00386711063661746,0.00394383371158172
"110",109,0.00415764725767076,0.00393751913742755
"111",110,0.00381758745892772,0.00386342757624825
"112",111,0.00363037988427095,0.00380922407854254
"113",112,0.00365987120728408,0.00392487422285079
"114",113,0.00423223827965558,0.00406676461245526
"115",114,0.00431319825085146,0.00412872617234204
"116",115,0.00392291643139389,0.00415191265215163
"117",116,0.00469163572415709,0.00431456121709875
"118",117,0.00443787616677582,0.00435670227677178
"119",118,0.00393251778690943,0.00422701839087143
"120",119,0.00416124903131276,0.00423095751519739
"121",120,0.00447618661980544,0.00427397509858404
"122",121,0.00396293745143339,0.00427432244548965
"123",122,0.00487046775275043,0.00437270913876201
"124",123,0.00415598730453187,0.00427262889355259
"125",124,0.00410649429873696,0.00426298835787463
"126",125,0.00476466160034761,0.0043959871818425
"127",126,0.00434906624390611,0.00436277204220276
"128",127,0.00426964298821986,0.00422929127241575
"129",128,0.00377936162320631,0.00422827981719156
"130",129,0.0047211101045832,0.00422903434739617
"131",130,0.00344383922804679,0.00401982713999988
"132",131,0.0041756822320167,0.00416178128087398
"133",132,0.00450402481614479,0.00429207144008528
"134",133,0.00430398770711488,0.00417205442390945
"135",134,0.00361931906081736,0.00394138602278551
"136",135,0.00383197667542845,0.00398879512148734
"137",136,0.00439178152009845,0.00420831705781743
"138",137,0.00426752344355918,0.00420647887804823
"139",138,0.00365511191609715,0.00403545763788223
"140",139,0.0040630153962411,0.0040207786008528
"141",140,0.00364441318171365,0.00397939158990352
"142",141,0.00388783000276557,0.00401277530156617
"143",142,0.00391895128996111,0.00416610776746295
"144",143,0.00488608842715621,0.00437832861340172
"145",144,0.00439892502618022,0.00438575537766779
"146",145,0.00415013992460445,0.00431665433459641
"147",146,0.00498048079316504,0.00462319560828453
"148",147,0.00539857628090041,0.00480270370874804
"149",148,0.00474280325902833,0.00454682434067451
"150",149,0.00344615017196962,0.00433025763989472
"151",150,0.00507099478272721,0.00452938153034647
"152",151,0.00450009573251009,0.00450739703179293
"153",152,0.00391667417716235,0.00439903535834299
"154",153,0.00551646455590214,0.00455553541429339
"155",154,0.00443003958207555,0.00457446480939852
"156",155,0.0045711870105671,0.00445142801774248
"157",156,0.00370061505236663,0.00421205566607844
"158",157,0.00368591141887009,0.00416416647572072
"159",158,0.00473585212603211,0.0043506269311078
"160",159,0.00480586955589907,0.00447243874609105
"161",160,0.00444693141616881,0.00442495855075248
"162",161,0.00440250536692994,0.00433590535643521
"163",162,0.00400939381991823,0.00435707663432658
"164",163,0.00506237515115312,0.00452930147049233
"165",164,0.00454433256527409,0.00456916104765995
"166",165,0.0047283702796059,0.00456681950438723
"167",166,0.00431169414271911,0.0045252114313787
"168",167,0.00471862345667822,0.00455273643510241
"169",168,0.00442515389295295,0.00462416169368972
"170",169,0.00486470509453544,0.00472848772037652
"171",170,0.00525340292369947,0.00474735049598649
"172",171,0.00405482056417635,0.00458058835466151
"173",172,0.00508242007344961,0.00470763437982244
"174",173,0.00469700326876981,0.00471739660684772
"175",174,0.00441022985614836,0.0046342197442674
"176",175,0.00480604863592557,0.00467303359108299
"177",176,0.00492993804315726,0.00466862452078622
"178",177,0.00439168170227536,0.0045672330115902
"179",178,0.00430817459709942,0.00460634794528902
"180",179,0.00575830468109676,0.00474466869822583
"181",180,0.00416576556744985,0.00450165205329244
"182",181,0.00429852090642921,0.00443589092455862
"183",182,0.00471930354251526,0.00458288286803696
"184",183,0.00519821985757777,0.00463870072874659
"185",184,0.00452771413256414,0.00448282605731529
"186",185,0.00412268254772893,0.00433442023354534
"187",186,0.00413991624373011,0.00432443967668581
"188",187,0.00430148081587894,0.004338816924109
"189",188,0.00431905557504959,0.00442186216072667
"190",189,0.00479778690662767,0.00459254853152057
"191",190,0.00490790937328711,0.00473574005640291
"192",191,0.00483040717829551,0.00467868109946061
"193",192,0.0043865151819773,0.00448147471699449
"194",193,0.00413422622451825,0.00437925376642564
"195",194,0.00422478342079557,0.00445388889889559
"196",195,0.005401346333591,0.00467845070642925
"197",196,0.0041060812654905,0.0045200229195893
"198",197,0.00448847302634801,0.00444958544248189
"199",198,0.00470103422412649,0.00440946273097001
"200",199,0.00391508598944971,0.00427929277484265
"201",200,0.0045689788821619,0.00432594268532998
"202",201,0.00459242317204674,0.00438901138516684
"203",202,0.00427824529469945,0.00439106706545215
"204",203,0.00501633645035326,0.00451828286790203
"205",204,0.00484721259110504,0.00448844588411126
"206",205,0.00390611276296633,0.00417363800386244
"207",206,0.00359014900667327,0.00394629587483372
"208",207,0.00423027478973381,0.00399624189774821
"209",208,0.00408170319029263,0.00405751904097166
"210",209,0.00350476906169206,0.00393971453096336
"211",210,0.00357272469305566,0.00400299094551765
"212",211,0.00442580084200017,0.00425636780400028
"213",212,0.00457206534753953,0.00443894908465748
"214",213,0.00507376871870032,0.00462001681296382
"215",214,0.00493866097531281,0.00472974284250534
"216",215,0.00512246805010363,0.00474268883880923
"217",216,0.00448790026296462,0.00466248442603591
"218",217,0.00468602929160827,0.00456714400279467
"219",218,0.00435211003891059,0.0045358793411733
"220",219,0.00509283383144066,0.00466171585303789
"221",220,0.00542846162404333,0.00466930662940416
"222",221,0.00366486347047612,0.00430575960128067
"223",222,0.00400025503976004,0.00418944622710345
"224",223,0.00434713845606893,0.0043330280327105
"225",224,0.0041513246750193,0.00436492615698311
"226",225,0.00448499267804436,0.0043296154592466
"227",226,0.00427391080717955,0.00428453011169144
"228",227,0.00379967293702066,0.0042078297326046
"229",228,0.00466232477421207,0.00430832425511353
"230",229,0.00412460521329194,0.00449485933196395
"231",230,0.00522606776628111,0.00461837707947916
"232",231,0.00407929229550064,0.00435378707822425
"233",232,0.00390108016186527,0.00421743413619165
"234",233,0.00440712977433577,0.00419018054689247
"235",234,0.003874567191815,0.00409752593372081
"236",235,0.00413969313376583,0.00422898106864618
"237",236,0.00498635800821441,0.00433120565272473
"238",237,0.00430790017708205,0.00414563156176544
"239",238,0.00357480723011707,0.00388713155558667
"240",239,0.00318888080073521,0.00388480087944241
"241",240,0.00474958920053073,0.0042087989073691
"242",241,0.00426595393219031,0.00438676281828809
"243",242,0.00503464508801699,0.00443481339767714
"244",243,0.00392763575655408,0.00435418943948355
"245",244,0.00486625039151737,0.00441646554335926
"246",245,0.00393383735273447,0.00431193765532538
"247",246,0.00472135509231261,0.00433110766836865
"248",247,0.00449530285550281,0.00435254798336841
"249",248,0.00376315251924098,0.00414498837398859
"250",249,0.00396510967402719,0.00402619511277777
"251",250,0.00417796249634453,0.00402479088127929
"252",251,0.00374610626022331,0.00404492755445291
"253",252,0.0041526755916753,0.00413747048530783
"254",253,0.00392661365913227,0.00420543317896221
"255",254,0.00424729910446331,0.00439465183599488
"256",255,0.00527193502057344,0.00457257400342046
"257",256,0.00439851059179221,0.0044646905528997
"258",257,0.00406746036605909,0.00430741810191424
"259",258,0.0040371509468449,0.00428994606623183
"260",259,0.00445210043108091,0.00439551386665078
"261",260,0.00521391224382179,0.00448833203187068
"262",261,0.00409867969574407,0.00427897724415596
"263",262,0.00332631852610835,0.00410213258601335
"264",263,0.00459088670322672,0.00430139331411152
"265",264,0.0049469136699502,0.00450257096138591
"266",265,0.00440874070045538,0.00457608001507235
"267",266,0.00528718574371721,0.00461600676127599
"268",267,0.00472145131789148,0.00459012140567905
"269",268,0.00440565976896323,0.00447655939462803
"270",269,0.00427915342152119,0.00430305014465985
"271",270,0.00396634501937245,0.00433240130555375
"272",271,0.00464224815368652,0.00449090148992927
"273",272,0.00438122745254077,0.00442210830963857
"274",273,0.00449613551609218,0.00428716843646042
"275",274,0.00440560348215513,0.00424754432208328
"276",275,0.00438710950159778,0.00414253304629609
"277",276,0.00388623081380501,0.00397937621194375
"278",277,0.00412339557494436,0.00383535537796891
"279",278,0.00315670514828525,0.00362973474084118
"280",279,0.00320194312371314,0.00363181874696683
"281",280,0.00398674307507463,0.00372577222518011
"282",281,0.00325956498272717,0.00368112202061299
"283",282,0.00386137931491248,0.00376936537077268
"284",283,0.00350874057039618,0.00385976807000591
"285",284,0.00438008410856128,0.00389665297400164
"286",285,0.00366012941646789,0.00382883185829852
"287",286,0.00344324564295156,0.00378697927973426
"288",287,0.00369888369459659,0.00383690701405447
"289",288,0.00417127192486078,0.00392316817976376
"290",289,0.00417255693381386,0.00409455357511462
"291",290,0.00418703441391699,0.00420742269571537
"292",291,0.00465040786990098,0.00438208851705685
"293",292,0.00430957059143111,0.00448411322080982
"294",293,0.00469375110697001,0.00451067905958899
"295",294,0.00465620320755988,0.00453083691758497
"296",295,0.00470268027856946,0.00448221132930479
"297",296,0.0042070038325619,0.00420480729511719
"298",297,0.00368746133920337,0.00391648389116296
"299",298,0.00354802774381824,0.00392391540408348
"300",299,0.00410322808394475,0.0040693091917245
"301",300,0.00402172715985216,0.00409147907617018
"302",301,0.00429394577319423,0.00404983129303428
"303",302,0.00384157060761936,0.00392312734324787
"304",303,0.00341139354610017,0.00381054327939802
"305",304,0.00405504627269693,0.00376203810406266
"306",305,0.00310540199279785,0.00370518083620991
"307",306,0.00370889523765072,0.00383799709199787
"308",307,0.00433465994761458,0.00409474766331872
"309",308,0.00440295977750793,0.00420464906115982
"310",309,0.00466002191283873,0.00418473212200437
"311",310,0.00399907722021453,0.00412823787180636
"312",311,0.00418568149741207,0.00414560397827251
"313",312,0.00427815440343693,0.00418058467455022
"314",313,0.00408017545539354,0.00415949162480796
"315",314,0.00405073413276114,0.00403943458375794
"316",315,0.00353530990625066,0.00390092079228691
"317",316,0.00366267672507092,0.00388688426254157
"318",317,0.00359208010403173,0.00393129518699936
"319",318,0.00446301337797195,0.00407993420373718
"320",319,0.0039554301516286,0.00405434094014445
"321",320,0.00404677545884624,0.00410049012018647
"322",321,0.0047175785127495,0.00422545934711307
"323",322,0.00423075107391924,0.00399642535428554
"324",323,0.00321589693027948,0.00377187443318283
"325",324,0.00355401780689135,0.00379017157896204
"326",325,0.00370552074829383,0.00381898370064547
"327",326,0.00363565521547571,0.00384266393374604
"328",327,0.00349441433458456,0.00396331302965367
"329",328,0.00489597721025348,0.00424575351927979
"330",329,0.0035449571441859,0.00415456639435234
"331",330,0.00338252939400263,0.0041152711810093
"332",331,0.00374221991348479,0.00449518088621272
"333",332,0.00595489846143339,0.00539802564397385
"334",333,0.0123712258646265,0.00659110314790236
"335",334,0.0073335108214191,0.00689436360843224
