"","Subject","Cls_High","Cls_Low","Accuracy","Precision","Recall","Spec","F1","NPV","AUC"
"1","Subject #01",47,137,0.739130434782609,0.0212765957446809,0.333333333333333,0.74585635359116,0.04,0.985401459854015,0.7529837
"2","",0,0,0,0,0,0,0,0,0
"3","",0,0,0,0,0,0,0,0,0
"4","",0,0,0,0,0,0,0,0,0
"5","",0,0,0,0,0,0,0,0,0
"6","",0,0,0,0,0,0,0,0,0
"7","",0,0,0,0,0,0,0,0,0
"8","",0,0,0,0,0,0,0,0,0
"9","",0,0,0,0,0,0,0,0,0
