Time,Perspiration,Drive,Speed,Acceleration,Braking,Steering,Lane Deviation,Distance,Activity,Failure,Phase,New Steering
0.133333333,0.004804429,2,0.000562206,2.124098947,0,17.05538909,0.196484729,-14.97899775,0,0,0,17.05538909
0.266666667,0.00474546,2,0,2.521491301,0,20.26529389,0.591994008,-14.97808631,0,0,0,20.26529389
0.4,0.004684143,2,0.007069588,2.375461979,0,19.08785383,0.446915516,-14.97717487,0,0,0,19.08785383
0.533333333,0.0046211,2,0.003270102,2.461104698,0,19.74382575,0.527741083,-14.97626343,0,0,0,19.74382575
0.666666667,0.004557081,2,0,2.404867373,0,19.33032618,0.476791928,-14.97535199,0,0,0,19.33032618
0.8,0.004492934,2,0.0082353,2.44058052,0.001063703,19.6005587,0.510088217,-14.97444055,0,0,0,19.6005587
0.933333333,0.004429541,2,0.001935677,2.421078155,0,19.42825112,0.488858085,-14.97352911,0,0,0,19.42825112
1.066666667,0.004367775,2,0,2.4337536,0.009097809,19.52964918,0.501350369,-14.97261766,0,0,0,19.52964918
1.2,0.004308432,2,0,2.437696778,0,19.47646945,0.49480467,-14.97170622,0,0,0,19.47646945
1.333333333,0.004252195,2,0.00047336,2.434637388,0.047716305,19.50230264,0.497991974,-14.97079478,0,0,0,19.50230264
1.466666667,0.004199594,2,0,2.431329744,0,19.48850323,0.496290315,-14.96988334,0,0,0,19.48850323
1.6,0.004150995,2,0.007418954,2.434835195,0.084885346,19.48850323,0.496291064,-14.9689719,0,0,0,19.48850323
1.733333333,0.004106601,2,0.002565401,2.430079628,0.296788175,19.48577817,0.495954829,-14.96744409,0,0,0,19.48577817
1.866666667,0.004066466,2,0,2.427229627,16.47738671,19.48850323,0.496290895,-14.96917775,0,0,0,19.48850323
2,0.004030528,2,0.000602742,2.424611336,32.71090942,19.48850323,0.496290709,-14.9694041,0,0,0,19.48850323
2.133333333,0.00399864,2,0,2.414293658,36.8444227,19.48577817,0.495955061,-14.96716223,0,0,0,19.48577817
2.266666667,0.003970613,2,0.000233614,2.406309271,37.8549208,19.48850323,0.49629075,-14.96935396,0,0,0,19.48850323
2.4,0.00394625,2,0,2.400665222,37.20294354,19.48850323,0.496290811,-14.96927957,0,0,0,19.48850323
2.533333333,0.003925369,2,8.89E-05,2.405676918,36.31784726,19.48577817,0.49595498,-14.96726078,0,0,0,19.48577817
2.666666667,0.00390782,2,0,2.408671565,36.15607472,19.48850323,0.49629083,-14.9692565,0,0,0,19.48850323
2.8,0.00389349,2,2.45E-05,2.402523058,35.49294247,19.48850323,0.496290703,-14.96941175,0,0,0,19.48850323
2.933333333,0.003882293,2,0,2.404551743,34.9336467,19.48577817,0.495955129,-14.96707948,0,0,0,19.48577817
3.066666667,0.003874163,2,0,2.400586375,34.32458854,19.48850323,0.496290588,-14.96955105,0,0,0,19.48850323
3.2,0.003869047,2,0,2.395849249,33.9304381,19.48850323,0.496291144,-14.9688746,0,0,0,19.48850323
3.333333333,0.003866903,2,0,2.397553919,33.88017412,19.48577817,0.495946951,-14.9770261,0,0,0,19.48577817
3.466666667,0.003867709,2,0,2.402095517,33.7574557,19.48850323,0.496281205,-14.98096334,0,0,0,19.48850323
3.6,0.003871475,2,0,2.405682102,33.73777766,19.48850323,0.496281761,-14.9802869,0,0,0,19.48850323
3.733333333,0.003878243,2,0,2.394127766,33.70566378,19.48577817,0.495945681,-14.97857061,0,0,0,19.48577817
3.866666667,0.003888096,2,0,2.402608748,33.70462987,19.48850323,0.496281646,-14.9804262,0,0,0,19.48850323
4,0.003901143,2,0,2.402719868,33.70979275,19.48850323,0.496281519,-14.98058145,0,0,0,19.48850323
4.133333333,0.003917497,2,0,2.402524767,33.75572748,19.48577817,0.49594583,-14.97838931,0,0,0,19.48577817
4.266666667,0.003937244,2,0,2.40649019,33.77200127,19.48850323,0.496281552,-14.98054071,0,0,0,19.48850323
4.4,0.003960414,2,0,2.401753022,33.76400045,19.48850323,0.496281577,-14.98051016,0,0,0,19.48850323
4.533333333,0.003986947,2,0,2.399718763,33.72979901,19.48577817,0.495945795,-14.97843186,0,0,0,19.48577817
4.666666667,0.00401667,2,0,2.393274765,33.73741006,19.48850323,0.496281571,-14.98051707,0,0,0,19.48850323
4.8,0.004049293,2,0,2.388141498,33.70525557,19.48850323,0.496281571,-14.98051707,0,0,0,19.48850323
4.933333333,0.004084418,2,0,2.387820533,33.78977617,19.48577817,0.495945803,-14.97842236,0,0,0,19.48577817
5.066666667,0.004121562,2,0,2.386416076,34.04308396,19.48850323,0.496281571,-14.98051707,0,0,0,19.48850323
5.2,0.004160196,2,0,2.387548442,34.01514173,19.48850323,0.496281571,-14.98051707,0,0,0,19.48850323
5.333333333,0.004199776,2,0,2.387279497,33.992322,19.48577817,0.495945803,-14.97842236,0,0,0,19.48577817
5.466666667,0.004239777,2,0,2.384585802,34.05923418,19.48850323,0.496281571,-14.98051707,0,0,0,19.48850323
5.6,0.004279706,2,0,2.39264714,34.02854415,19.48850323,0.496281571,-14.98051707,0,0,0,19.48850323
5.733333333,0.004319102,2,0,2.405594386,34.02251582,19.48577817,0.495945803,-14.97842236,0,0,0,19.48577817
5.866666667,0.004357528,2,0,2.411579276,34.06004862,19.48850323,0.496281571,-14.98051707,0,0,0,19.48850323
6,0.004394556,2,0,2.402480748,34.02172723,19.48850323,0.496281558,-14.98053304,0,0,0,19.48850323
6.133333333,0.004429755,2,0,2.391336774,34.06187921,19.48577817,0.495945824,-14.97839615,0,0,0,19.48577817
6.266666667,0.004462701,2,0,2.386869264,34.38674834,19.48850323,0.496281522,-14.98057755,0,0,0,19.48850323
6.4,0.00449299,2,0,2.391061545,34.89254957,19.48850323,0.496281647,-14.98042522,0,0,0,19.48850323
6.533333333,0.004520264,2,0,2.385013582,35.27265938,19.48577817,0.495945684,-14.97856639,0,0,0,19.48577817
6.666666667,0.004544243,2,0,2.391693334,35.06000806,19.48850323,0.496281753,-14.9802962,0,0,0,19.48850323
6.8,0.004564751,2,0,2.361040532,35.79436398,19.48850323,0.49628129,-14.98085956,0,0,0,19.48850323
6.933333333,0.004581735,2,0,2.216579601,36.76283652,19.48577817,0.49594627,-14.97785397,0,0,0,19.48577817
7.066666667,0.004595275,2,0,2.242886025,37.16225286,19.48850323,0.496280612,-14.98168337,0,0,0,19.48850323
7.2,0.004605587,2,0,2.245267044,37.92810478,19.48850323,0.496287341,-14.97350022,0,0,0,19.48850323
7.333333333,0.004613009,2,0,2.293037461,39.06902786,19.48577817,0.495956029,-14.96598574,0,0,0,19.48577817
7.466666667,0.00461799,2,0,2.251989716,39.99317036,19.48850323,0.496290111,-14.97013118,0,0,0,19.48850323
7.6,0.004621059,2,0,2.492273653,40.33663014,19.48850323,0.496291453,-14.96849946,0,0,0,19.48850323
7.733333333,0.004622799,2,0,2.618557363,40.30689019,19.48577817,0.495946727,-14.97729846,0,0,0,19.48577817
7.866666667,0.004623815,2,0,2.496574489,40.97775058,19.48850323,0.496281391,-14.98073699,0,0,0,19.48850323
8,0.0046247,2,0,2.449943832,41.33503277,19.48850323,0.496281575,-14.98051325,0,0,0,19.48850323
8.133333333,0.004625995,2,0,2.482402611,41.05890559,19.48577817,0.495945905,-14.97829825,0,0,0,19.48577817
8.266666667,0.00462816,2,0,2.589357607,41.53349002,19.48850323,0.496281352,-14.98078368,0,0,0,19.48850323
8.4,0.00463154,2,0,2.552006258,41.82390075,19.48850323,0.496281974,-14.98002749,0,0,0,19.48850323
8.533333333,0.004636348,2,0,2.578758783,42.04913134,19.48577817,0.495944977,-14.97942705,0,0,0,19.48577817
8.666666667,0.004642661,2,0,2.554236253,42.25469176,19.48850323,0.496284845,-14.97653547,0,0,0,19.48850323
8.8,0.004650422,2,0,2.476812641,41.95476595,19.48850323,0.496291913,-14.96794016,0,0,0,19.48850323
8.933333333,0.004659468,2,0,2.451408177,41.97479919,19.48577817,0.495954327,-14.96805503,0,0,0,19.48577817
