Time,Perspiration,Drive,Speed,Acceleration,Braking,Steering,Lane Deviation,Distance,Activity,Failure,Phase,New Steering
0.133333333,0.003690166,2,0,0.998307403,0,-41.98249621,5.146025505,12.32701741,0,0,0,-41.98249621
0.266666667,0.00370963,2,0,1.18620796,0,-49.88380034,6.473061817,12.32701741,0,0,0,-49.88380034
0.4,0.003730036,2,0,1.121362089,0,-46.98548636,5.986285479,12.32701741,0,0,0,-46.98548636
0.533333333,0.00375117,2,0,1.158928656,0,-48.60018645,6.257476869,12.32701741,0,0,0,-48.60018645
0.666666667,0.003772748,2,0,1.13630828,0,-47.58234137,6.086528205,12.32701741,0,0,0,-47.58234137
0.8,0.003794423,2,4.21E-05,1.158599451,0,-48.2475291,6.198247518,12.32701741,0,0,0,-48.2475291
0.933333333,0.003815812,2,0,1.147287591,0,-47.82338737,6.127012256,12.32701741,0,0,0,-47.82338737
1.066666667,0.003836529,2,0.000168013,1.155315194,0,-48.07298258,6.16893216,12.32701741,0,0,0,-48.07298258
1.2,0.003856222,2,0,1.156645168,0,-47.94207865,6.146946641,12.32701741,0,0,0,-47.94207865
1.333333333,0.003874605,2,0.000458196,1.150817861,0,-48.00566804,6.157626578,12.32701741,0,0,0,-48.00566804
1.466666667,0.003891479,2,0,1.146478479,0,-47.97170026,6.151921636,12.32701741,0,0,0,-47.97170026
1.6,0.003906738,2,0.001144766,1.150356409,0,-47.97170026,6.151921636,12.32701741,0,0,0,-47.97170026
1.733333333,0.003920364,2,0,1.153532599,0,-47.96499242,6.150795045,12.32529374,0,0,0,-47.96499242
1.866666667,0.00393241,2,0.005821473,1.161287372,0,-47.97170026,6.151921636,12.32701741,0,0,0,-47.97170026
2,0.003942979,2,0.004402801,1.161799843,0,-47.97170026,6.151921636,12.32701741,0,0,0,-47.97170026
2.133333333,0.003952196,2,0.000642914,1.156886233,0,-47.96499242,6.150795045,12.32529374,0,0,0,-47.96499242
2.266666667,0.003960195,2,0.008675663,1.160716545,0,-47.97170026,6.151921636,12.32701741,0,0,0,-47.97170026
2.4,0.003967102,2,0,1.168474759,0.004088383,-47.97170026,6.151921623,12.32700144,0,0,0,-47.97170026
2.533333333,0.003973031,2,0.001633546,1.164181257,0,-47.96499242,6.150795066,12.32531995,0,0,0,-47.96499242
2.666666667,0.003978094,2,0,1.160675596,0.000305752,-47.97170026,6.151921586,12.32695693,0,0,0,-47.97170026
2.8,0.003982406,2,0.007401418,1.161325939,0,-47.97170026,6.151921712,12.32710926,0,0,0,-47.97170026
2.933333333,0.003986098,2,0.003139642,1.162371706,0.056837278,-47.96499242,6.150794918,12.32514021,0,0,0,-47.96499242
3.066666667,0.00398933,2,0,1.163410871,0,-47.97170026,6.151921823,12.3272452,0,0,0,-47.97170026
3.2,0.003992292,2,0.008456188,1.160269973,3.278236997,-47.97170026,6.151921348,12.32666726,0,0,0,-47.97170026
3.333333333,0.003995202,2,0.009691072,1.162140666,26.76901697,-47.96499242,6.150795518,12.32586897,0,0,0,-47.96499242
3.466666667,0.003998305,2,0.002915254,1.153939597,38.74100076,-47.97170026,6.151920674,12.32584722,0,0,0,-47.97170026
3.6,0.004001859,2,0.013516791,1.145823811,44.68172797,-47.97170026,6.151927405,12.33403329,0,0,0,-47.97170026
3.733333333,0.00400612,2,0.008542921,1.14697119,46.21648003,-47.96499242,6.150805275,12.33773563,0,0,0,-47.96499242
3.866666667,0.004011335,2,0.000682078,1.148599809,46.25690011,-47.97170026,6.151930192,12.33742335,0,0,0,-47.97170026
4,0.004017723,2,0,1.149871912,47.19276292,-47.97170026,6.15193143,12.33892871,0,0,0,-47.97170026
4.133333333,0.00402546,2,0.002570669,1.136351497,48.17873284,-47.96499242,6.150803577,12.33567057,0,0,0,-47.96499242
4.266666667,0.004034676,2,0.007491084,1.133747868,50.98230199,-47.97170026,6.151931972,12.33958741,0,0,0,-47.97170026
4.4,0.004045438,2,0,1.117514493,52.63318556,-47.97170026,6.151924929,12.33102265,0,0,0,-47.97170026
4.533333333,0.004057753,2,0.000745827,1.125902099,53.1112837,-47.96499242,6.150794191,12.324256,0,0,0,-47.96499242
4.666666667,0.004071564,2,0,1.091200226,53.28117528,-47.97170026,6.151922077,12.32755371,0,0,0,-47.97170026
4.8,0.00408676,2,0.000298597,1.048029858,53.20020906,-47.97170026,6.151921364,12.3266861,0,0,0,-47.97170026
4.933333333,0.004103184,2,0.008192773,1.055089055,53.20223174,-47.96499242,6.150795223,12.3255101,0,0,0,-47.96499242
5.066666667,0.004120654,2,9.77E-05,1.056828254,53.18038676,-47.97170026,6.151921518,12.32687429,0,0,0,-47.97170026
5.2,0.004138981,2,0,1.05930825,53.18970504,-47.97170026,6.151921705,12.32710064,0,0,0,-47.97170026
5.333333333,0.004157983,2,6.05E-05,1.048771518,53.15438108,-47.96499242,6.150794999,12.32523774,0,0,0,-47.96499242
5.466666667,0.004177493,2,0,1.056860237,53.16299126,-47.97170026,6.151921658,12.32704358,0,0,0,-47.97170026
5.6,0.00419736,2,0.000111317,1.057454478,53.15613208,-47.97170026,6.151921622,12.32699975,0,0,0,-47.97170026
5.733333333,0.004217439,2,0,1.066484214,53.22956701,-47.96499242,6.150795045,12.32529374,0,0,0,-47.96499242
5.866666667,0.004237567,2,0.000299257,1.065409409,53.33991979,-47.97170026,6.151921636,12.32701741,0,0,0,-47.97170026
6,0.004257558,2,0,1.060695484,53.37444539,-47.97170026,6.151921636,12.32701741,0,0,0,-47.97170026
6.133333333,0.004277193,2,0.000553002,1.069274447,53.33378925,-47.96499242,6.150795045,12.32529374,0,0,0,-47.96499242
6.266666667,0.004296223,2,0.000935085,1.063114399,53.32036466,-47.97170026,6.151921636,12.32701741,0,0,0,-47.97170026
6.4,0.004314397,2,0.027935918,1.069635346,53.2958387,-47.97170026,6.151921636,12.32701741,0,0,0,-47.97170026
6.533333333,0.004331474,2,0.014144535,1.062737881,53.22479449,-47.96499242,6.150795045,12.32529374,0,0,0,-47.96499242
6.666666667,0.004347259,2,0,1.060196992,53.25801753,-47.97170026,6.151921636,12.32701741,0,0,0,-47.97170026
6.8,0.004361617,2,0.001109066,1.065988755,53.24392454,-47.97170026,6.151921636,12.32701741,0,0,0,-47.97170026
6.933333333,0.004374478,2,0,1.065673193,53.20036605,-47.96499242,6.150795045,12.32529374,0,0,0,-47.96499242
7.066666667,0.004385832,2,0.000318882,1.065772445,53.24919499,-47.97170026,6.151921636,12.32701741,0,0,0,-47.97170026
7.2,0.004395707,2,0,1.068361088,53.24527114,-47.97170026,6.151921636,12.32701741,0,0,0,-47.97170026
7.333333333,0.004404145,2,0,1.065532806,53.27016525,-47.96499242,6.150795045,12.32529374,0,0,0,-47.96499242
7.466666667,0.004411181,2,0.000346921,1.066628609,53.22256169,-47.97170026,6.151921622,12.32699975,0,0,0,-47.97170026
7.6,0.004416832,2,0,1.071595484,53.23952152,-47.97170026,6.151935509,12.32704358,0,0,0,-47.97170026
7.733333333,0.004421084,2,0.002246088,1.072962642,52.86024982,-47.96499242,6.150780472,12.32520926,0,0,0,-47.96499242
7.866666667,0.004423912,2,0.00729802,1.065132974,52.57464869,-47.97170026,6.151983479,12.32708606,0,0,0,-47.97170026
8,0.004425281,2,0,1.064326383,51.99836384,-47.97170026,6.151867305,12.32682379,0,0,0,-47.97170026
8.133333333,0.004425173,2,0.000531708,1.068014041,48.73496525,-47.96499242,6.150927532,12.32550221,0,0,0,-47.96499242
8.266666667,0.004423602,2,0,1.074430497,39.69746338,-47.97170026,6.151809511,12.32650241,0,0,0,-47.97170026
8.4,0.004420631,2,0.000176954,1.073928649,31.79123218,-47.97383827,6.152192253,12.32766238,0,0,0,-47.97383827
8.533333333,0.004416383,2,0.001378844,1.068925257,9.792508283,-47.96148272,6.15042946,12.32389037,0,0,0,-47.96148272
8.666666667,0.004411041,2,0.084167136,1.083954627,0,-47.98216279,6.152907474,12.33127818,0,0,0,-47.98216279
8.8,0.004404832,2,0.238227075,1.121789824,0.454451591,-47.96017376,6.146106333,12.33865811,0,0,0,-47.96017376
8.933333333,0.004398012,2,0.373699802,1.136309354,0,-47.99238287,6.131985396,12.3553956,0,0,0,-47.99238287
9.066666667,0.004390839,2,0.493342726,1.075054231,0.178255458,-47.94635251,6.130790229,12.37956389,0,0,0,-47.94635251
9.2,0.004383556,2,0.608341879,1.1401267,0,-48.02838173,6.110428039,12.40867197,0,0,0,-48.02838173
9.333333333,0.004376377,2,0.712715057,1.032045385,0.056873165,-47.8849979,6.090529106,12.43782752,0,0,0,-47.8849979
9.466666667,0.004369481,2,0.796695257,1.569921662,0,-48.16445451,6.071844485,12.48347052,0,0,0,-48.16445451
9.6,0.00436302,2,0.895606421,4.267814573,0.006606556,-46.99786639,6.052870616,12.52812199,0,0,0,-46.99786639
9.733333333,0.004357108,2,0.983081443,4.946379672,0,-46.3969179,6.023996672,12.58103936,0,0,0,-46.3969179
9.866666667,0.004351821,2,1.071431898,8.893304231,0,-46.21185961,6.001488575,12.63125754,0,0,0,-46.21185961
10,0.00434718,2,1.169859218,11.13651014,0,-43.11899134,5.967914112,12.6999366,0,0,0,-43.11899134
10.13333333,0.004343137,2,1.263059714,10.65458204,0,-38.7231373,5.936309444,12.76307572,0,0,0,-38.7231373
10.26666667,0.004339565,2,1.374001358,10.89228371,0,-33.53771588,5.900407967,12.83758641,0,0,0,-33.53771588
10.4,0.004336255,2,1.535568374,18.27254444,0,-29.3222143,5.861138268,12.91237488,0,0,0,-29.3222143
10.53333333,0.004332932,2,1.707883021,15.38326234,0,-28.22280367,5.820447914,12.9967935,0,0,0,-28.22280367
10.66666667,0.00432928,2,1.927090589,13.48619925,0,-24.13615616,5.771874217,13.1020383,0,0,0,-24.13615616
10.8,0.004324979,2,2.189560799,14.48332316,0,-17.97760266,5.71292155,13.21393489,0,0,0,-17.97760266
10.93333333,0.004319745,2,2.478713645,17.09144695,0,-11.91359904,5.654413724,13.3334691,0,0,0,-11.91359904
11.06666667,0.00431336,2,2.764001362,17.78692107,0,-8.929471987,5.580934082,13.46972303,0,0,0,-8.929471987
11.2,0.0043057,2,3.048081561,17.83100006,0,-8.193520931,5.50209976,13.62925711,0,0,0,-8.193520931
11.33333333,0.004296734,2,3.339217066,18.64677285,0,-6.009074234,5.415636938,13.80037442,0,0,0,-6.009074234
11.46666667,0.004286526,2,3.646222273,20.33463427,0,-5.773435656,5.321914989,13.98972398,0,0,0,-5.773435656
11.6,0.004275217,2,3.975586448,20.4226177,0,-2.551176872,5.217850197,14.20053128,0,0,0,-2.551176872
11.73333333,0.004263011,2,4.315192295,19.5654217,0,1.526807138,5.105450762,14.41736507,0,0,0,1.526807138
11.86666667,0.004250158,2,4.683081983,19.41431771,0,5.131516788,4.985555381,14.66121328,0,0,0,5.131516788
12,0.004236931,2,5.047268255,19.38041005,0,6.796083469,4.856432314,14.92301153,0,0,0,6.796083469
12.13333333,0.004223613,2,5.423261198,19.41656479,0,10.69844236,4.715899966,15.20284679,0,0,0,10.69844236
12.26666667,0.004210463,2,5.785619636,19.37946686,0,18.288111,4.562892284,15.51604013,0,0,0,18.288111
12.4,0.004197702,2,6.13152865,19.65971034,0,27.45383699,4.400982484,15.8370977,0,0,0,27.45383699
12.53333333,0.004185488,2,6.468009931,20.96590104,0,37.22861417,4.230840951,16.17699041,0,0,0,37.22861417
12.66666667,0.004173907,2,6.790858548,22.29836823,0,43.9279489,4.063481012,16.53309397,0,0,0,43.9279489
12.8,0.004162978,2,7.098037574,20.12510091,0,51.93656533,3.872462463,16.90882889,0,0,0,51.93656533
12.93333333,0.00415267,2,7.393654603,20.02914822,0,62.70935634,3.688052166,17.30488564,0,0,0,62.70935634
13.06666667,0.004142926,2,7.67215527,21.56769614,0,74.72459949,3.492654689,17.71711134,0,0,0,74.72459949
13.2,0.004133699,2,7.961156396,22.22752298,0,78.34884778,3.289782352,18.15347174,0,0,0,78.34884778
13.33333333,0.004124974,2,8.2444336,21.37268541,0,77.8191063,3.097735299,18.59310548,0,0,0,77.8191063
13.46666667,0.004116783,2,8.518476434,21.42497453,0,78.04418021,2.903852731,19.06037019,0,0,0,78.04418021
13.6,0.004109204,2,8.741468024,21.9729308,0,77.926653,2.709780017,19.5485254,0,0,0,77.926653
13.73333333,0.004102347,2,8.98247559,22.63666898,0,77.99704343,2.515160113,20.04735063,0,0,0,77.99704343
13.86666667,0.004096345,2,9.232672693,22.34590149,0,77.9408584,2.323050851,20.56437869,0,0,0,77.9408584
14,0.004091327,2,9.495837263,21.30694024,0,77.97469292,2.127412526,21.10615956,0,0,0,77.97469292
14.13333333,0.004087416,2,9.737177936,21.12345971,0,78.03574713,1.943074835,21.64788554,0,0,0,78.03574713
14.26666667,0.004084717,2,9.997326802,21.91116904,0,79.9657106,1.764367654,22.20947627,0,0,0,79.9657106
14.4,0.004083321,2,10.2400673,23.47006573,0,81.93177988,1.581642971,22.80336144,0,0,0,81.93177988
14.53333333,0.004083306,2,10.51686607,22.60353022,0,84.02060396,1.409687773,23.39678593,0,0,0,84.02060396
14.66666667,0.004084731,2,10.76795923,24.27864309,0,85.56279028,1.233341463,24.01186656,0,0,0,85.56279028
14.8,0.004087635,2,11.04656203,24.31818047,0,85.39357999,1.071452391,24.65055176,0,0,0,85.39357999
14.93333333,0.004092023,2,11.35311203,24.70053517,0,85.49304048,0.917342646,25.30786637,0,0,0,85.49304048
15.06666667,0.004097856,2,11.69890506,23.864737,0,82.73781091,0.764964875,25.99080944,0,0,0,82.73781091
15.2,0.004105042,2,12.06543257,21.03110175,0,76.18206771,0.629803906,26.69680795,0,0,0,76.18206771
15.33333333,0.004113432,2,12.37566623,20.03600606,0,72.28239422,0.501447458,27.41193593,0,0,0,72.28239422
15.46666667,0.004122822,2,12.64429622,19.73994944,0,71.4004583,0.374755063,28.15584904,0,0,0,71.4004583
15.6,0.004132967,2,12.87059147,19.71837556,0,69.66257116,0.26618432,28.92067136,0,0,0,69.66257116
15.73333333,0.004143596,2,13.09786756,19.62026318,0,65.72006311,0.163229145,29.68790024,0,0,0,65.72006311
15.86666667,0.004154442,2,13.32082099,19.86911999,0,60.68577081,0.076988633,30.48035083,0,0,0,60.68577081
16,0.004165266,2,13.53605011,19.86262102,0,54.64564799,-0.000975722,31.28246968,0,0,0,54.64564799
16.13333333,0.004175886,2,13.74150674,19.90845752,0,47.80711191,-0.067723924,32.09402896,0,0,0,47.80711191
16.26666667,0.004186194,2,13.95328192,19.70005981,0,41.95504647,-0.132637482,32.92026939,0,0,0,41.95504647
16.4,0.004196173,2,14.14907769,19.481782,0,36.81156685,-0.184386717,33.76871416,0,0,0,36.81156685
16.53333333,0.004205878,2,14.32956709,19.32636107,0,33.03472084,-0.228335242,34.61480538,0,0,0,33.03472084
16.66666667,0.004215416,2,14.4876595,19.2588856,0,31.45219433,-0.269975979,35.48049477,0,0,0,31.45219433
16.8,0.004224902,2,14.62078403,19.26954007,0,30.66757343,-0.300878247,36.35919267,0,0,0,30.66757343
16.93333333,0.004234414,2,14.78985175,19.25403287,0,28.47496921,-0.325043873,37.23308911,0,0,0,28.47496921
17.06666667,0.004243942,2,14.94399499,19.34407859,0,28.26392575,-0.351474161,38.1185174,0,0,0,28.26392575
17.2,0.004253363,2,15.09649252,19.23804466,0,24.99727161,-0.369650904,39.02788211,0,0,0,24.99727161
17.33333333,0.004262434,2,15.26698594,19.39652509,0,20.89935658,-0.381962671,39.9317093,0,0,0,20.89935658
17.46666667,0.004270816,2,15.41380061,20.63956104,0,12.47555715,-0.390680682,40.85944137,0,0,0,12.47555715
17.6,0.004278119,2,15.59112417,20.20606267,0,3.939139979,-0.389565974,41.79005765,0,0,0,3.939139979
17.73333333,0.004283971,2,15.72818858,20.00567747,0,2.872524808,-0.388364475,42.71714416,0,0,0,2.872524808
17.86666667,0.004288081,2,15.87030943,19.89573373,0,3.026372582,-0.391043328,43.66519956,0,0,0,3.026372582
18,0.004290289,2,16.03593678,19.88162911,0,2.971589698,-0.398349941,44.6326848,0,0,0,2.971589698
18.13333333,0.004290604,2,16.15902328,19.83201915,0,2.995734296,-0.402836879,45.58850406,0,0,0,2.995734296
18.26666667,0.004289198,2,16.34236004,19.83047442,0,2.988114119,-0.409775724,46.56690208,0,0,0,2.988114119
18.4,0.004286388,2,16.46398864,19.79800913,0,2.987723297,-0.413427768,47.55925436,0,0,0,2.987723297
18.53333333,0.004282583,2,16.63351028,19.6353176,0,2.990988216,-0.423128822,48.54109927,0,0,0,2.990988216
18.66666667,0.004278231,2,16.76421917,19.59291768,0,2.982783641,-0.431529331,49.54609471,0,0,0,2.982783641
18.8,0.004273766,2,16.92489273,19.51618203,0,3.012569093,-0.436270206,50.56906108,0,0,0,3.012569093
18.93333333,0.004269567,2,17.06346901,19.53816848,0,2.961124562,-0.449110281,51.58178919,0,0,0,2.961124562
19.06666667,0.004265938,2,17.20910184,19.405554,0,3.050611831,-0.450811895,52.61034182,0,0,0,3.050611831
19.2,0.004263107,2,17.3506674,19.425949,0,2.91235421,-0.464577896,53.66373173,0,0,0,2.91235421
19.33333333,0.004261226,2,17.49030874,19.29560596,0,3.14156455,-0.47489085,54.69421282,0,0,0,3.14156455
19.46666667,0.004260385,2,17.61960784,19.90723695,0,2.70000113,-0.477718002,55.7546743,0,0,0,2.70000113
19.6,0.004260622,2,17.75450645,19.57988916,0,4.844683375,-0.491190214,56.82685803,0,0,0,4.844683375
19.73333333,0.004261923,2,17.9081414,18.48384739,0,7.599115594,-0.493632189,57.88844706,0,0,0,7.599115594
19.86666667,0.004264231,2,18.03394947,18.62796014,0,7.410802189,-0.505478827,58.97689633,0,0,0,7.410802189
20,0.004267448,2,18.17292435,18.52829453,0,7.555175607,-0.511045078,60.07279738,0,0,0,7.555175607
20.13333333,0.004271439,2,18.28750836,18.45202357,0,7.467472898,-0.517693634,61.15731464,0,0,0,7.467472898
20.26666667,0.004276041,2,18.42484177,18.45894438,0,7.512144355,-0.51903958,62.26946183,0,0,0,7.512144355
